Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
09월 02일, LG,1회초,김윤식,3 노시환,2 (0-1),좌익수 방면 2루타,2사 0:0,2사 2루 0:0,0.4,0.099,0.274,51.60%,0.022
06월 23일, NC,3회초,와이드너,3 노시환,5 (2-2),유격수 땅볼 아웃,1사 3루 2:0,2사 3:0,1.13,0.979,0.12,22.40%,0.021
04월 28일, NC,6회말,김진호,3 노시환,,1루주자 노시환 : 폭투로 2루 진루,1사 1루 4:2,1사 2루 4:2,1.85,0.53,0.22,28.10%,0.021
10월 14일, 롯데,1회말,한현희,3 노시환,2 (0-1),유격수 땅볼 아웃,1사 3루 0:0,2사 0:1,1.35,0.979,0.12,61.40%,0.021
06월 22일, KIA,3회말,이의리,3 노시환,6 (3-2),4구,1사 3루 0:0,"1사 1,3루 0:0",1.58,0.979,0.279,62.90%,0.021
07월 01일, 삼성,1회초,뷰캐넌,3 노시환,4 (3-0),4구,1사 2루 0:0,"1사 1,2루 0:0",1.21,0.75,0.227,46.20%,0.02
05월 27일, NC,8회초,김시훈,5 노시환,2 (1-0),3루수 야수선택으로 출루,"1사 2,3루 3:0","1사 1,3루 4:0",0.45,1.578,0.68,2.40%,0.02
09월 10일, 키움,3회초,주승우,3 노시환,7 (3-2),사구,1사 3:1,1사 1루 3:1,0.51,0.266,0.264,28.30%,0.019
06월 07일, 두산,3회초,김명신,3 노시환,5 (2-2),2루수 방면 1루타,1사 2:0,1사 1루 2:0,0.51,0.266,0.264,28.30%,0.019
09월 09일, 키움,9회초,임창민,3 노시환,2 (1-0),중견수 방면 2루타,2사 2:1,2사 2루 2:1,0.35,0.099,0.274,17.20%,0.019
05월 04일, 두산,5회초,김유성,3 노시환,4 (3-0),4구,"무사 2,3루 3:2",무사 만루 3:2,1.36,2.057,0.336,19.80%,0.019
04월 28일, NC,3회말,신민혁,3 노시환,1 (0-0),좌익수 방면 1루타,2사 1루 0:2,"2사 1,3루 0:2",0.58,0.215,0.321,76.80%,0.019
07월 28일, SSG,5회초,엘리아스,3 노시환,2 (0-1),좌익수 방면 1루타,무사 3:0,무사 1루 3:0,0.47,0.523,0.417,14.10%,0.018
05월 24일, KIA,6회말,윤영철,4 노시환,5 (3-1),4구,2사 1:1,2사 1루 1:1,0.68,0.099,0.116,53.60%,0.018
04월 01일, 키움,6회초,안우진,5 노시환,,1루주자 노시환 : 폭투로 2루 진루,1사 1루 0:2,1사 2루 0:2,1.64,0.53,0.22,76.00%,0.018
07월 26일, 키움,6회초,맥키니,3 노시환,1 (0-0),좌익수 방면 1루타,1사 4:2,1사 1루 4:2,0.49,0.266,0.264,21.60%,0.018
07월 12일, LG,6회초,켈리,3 노시환,2 (0-1),우익수 방면 1루타,1사 2:0,1사 1루 2:0,0.49,0.266,0.264,21.60%,0.018
04월 02일, 키움,5회초,요키시,3 노시환,3 (1-1),좌익수 방면 1루타,2사 2:3,2사 1루 2:3,0.57,0.099,0.116,67.80%,0.018
06월 21일, KIA,8회말,윤중현,3 노시환,4 (2-1),좌중간 홈런,2사 3:6,2사 3:7,0.06,0.099,1,98.60%,0.018
06월 30일, 삼성,7회초,김대우,3 노시환,4 (1-2),우익수 뒤 홈런,2사 5:0,2사 6:0,0.06,0.099,1,1.80%,0.017
07월 25일, 키움,5회초,장재영,3 노시환,6 (3-2),4구,2사 3:3,2사 1루 3:3,0.57,0.099,0.116,53.50%,0.017
05월 25일, KIA,7회말,전상현,4 노시환,5 (3-1),4구,2사 1루 3:4,"2사 1,2루 3:4",0.73,0.215,0.269,78.50%,0.016
08월 19일, KT,3회말,배제성,3 노시환,6 (3-2),4구,1사 2루 0:1,"1사 1,2루 0:1",1.13,0.75,0.227,70.40%,0.016
05월 26일, NC,3회초,페디,4 노시환,6 (3-2),4구,"2사 1,2루 0:6",2사 만루 0:6,0.62,0.484,0.46,92.80%,0.016
04월 04일, 삼성,5회초,원태인,3 노시환,6 (3-2),4구,2사 3:5,2사 1루 3:5,0.47,0.099,0.116,78.70%,0.016
06월 13일, 롯데,3회초,반즈,3 노시환,8 (3-2),4구,2사 1:2,2사 1루 1:2,0.46,0.099,0.116,64.40%,0.015
09월 10일, 키움,8회초,양현,3 노시환,5 (2-2),우익수 방면 1루타,1사 9:7,1사 1루 9:7,0.38,0.266,0.264,13.30%,0.013
09월 17일, KT,1회말,쿠에바스,3 노시환,7 (3-2),3루수 방면 내야 안타,2사 1:0,2사 1루 1:0,0.42,0.099,0.116,41.80%,0.013
07월 08일, SSG,1회말,엘리아스,3 노시환,7 (3-2),4구,2사 1:0,2사 1루 1:0,0.42,0.099,0.116,41.80%,0.013
05월 07일, KT,5회말,김영현,3 노시환,8 (3-2),4구,무사 1루 1:5,"무사 1,2루 1:5",0.34,0.94,0.683,95.40%,0.012
09월 10일, 키움,1회초,주승우,3 노시환,7 (3-2),4구,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.60%,0.012
09월 09일, 키움,1회초,이명종,3 노시환,4 (3-0),4구,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.60%,0.012
09월 03일, LG,1회초,임찬규,3 노시환,8 (3-2),4구,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.60%,0.012
08월 26일, KIA,1회초,양현종,3 노시환,5 (2-2),우익수 방면 1루타,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.60%,0.012
08월 05일, KIA,1회초,파노니,3 노시환,4 (3-0),4구,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.60%,0.012
06월 07일, 두산,1회초,박신지,3 노시환,5 (3-1),4구,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.60%,0.012
05월 04일, 두산,1회초,딜런,3 노시환,5 (2-2),좌익수 방면 1루타,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.60%,0.012
04월 15일, KT,1회초,배제성,3 노시환,3 (1-1),좌익수 방면 1루타,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.60%,0.012
10월 15일, 롯데,1회말,나균안,3 노시환,6 (3-2),4구,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.20%,0.012
08월 22일, 삼성,1회말,뷰캐넌,3 노시환,3 (1-1),중견수 방면 1루타,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.20%,0.012
07월 05일, 롯데,1회말,나균안,3 노시환,7 (3-2),4구,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.20%,0.012
06월 20일, KIA,1회말,앤더슨,3 노시환,2 (1-0),우익수 방면 1루타,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.20%,0.012
05월 09일, 삼성,1회말,뷰캐넌,3 노시환,2 (0-1),중견수 방면 1루타,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.20%,0.012
04월 23일, LG,5회말,유영찬,3 노시환,5 (3-1),4구,2사 3:4,2사 1루 3:4,0.42,0.099,0.116,68.50%,0.012
05월 30일, 키움,6회말,양현,5 노시환,3 (0-2),우익수 방면 1루타,"2사 1,3루 1:6","2사 1,2루 1:7",0.19,0.536,0.948,98.70%,0.012
09월 18일, KT,3회말,김민,3 노시환,1 (0-0),좌익수 방면 1루타,2사 1:2,2사 1루 1:2,0.39,0.099,0.116,64.70%,0.011
05월 02일, 두산,8회초,정철원,3 노시환,2 (1-0),우익수 방면 1루타,2사 0:3,2사 1루 0:3,0.25,0.099,0.116,95.60%,0.011
08월 06일, KIA,11회초,정해영,4 노시환,,자동 고의4구,2사 2루 4:4,"2사 1,2루 4:4",3.66,0.373,0.111,52.30%,0.011
06월 20일, KIA,9회말,박준표,3 노시환,6 (2-2),좌중간 홈런,무사 6:1,무사 6:2,0.2,0.523,1,1.80%,0.01
08월 06일, KIA,1회초,산체스,4 노시환,8 (3-2),4구,2사 2루 0:0,"2사 1,2루 0:0",1.12,0.373,0.111,50.60%,0.01
05월 12일, SSG,7회초,이로운,3 노시환,5 (2-2),3루수 송구실책 출루,1사 4:1,1사 1루 4:1,0.27,0.266,0.264,10.30%,0.01
06월 07일, 두산,1회초,박신지,3 노시환,,1루주자 노시환 : 폭투로 2루 진루,2사 1루 0:0,2사 2루 0:0,0.79,0.215,0.158,51.60%,0.01
06월 15일, 롯데,8회초,최이준,3 노시환,7 (3-2),4구,"2사 1,3루 4:2",2사 만루 4:2,1.02,0.536,0.408,12.40%,0.009
05월 09일, 삼성,8회말,뷰캐넌,3 노시환,4 (1-2),중견수 방면 2루타,2사 5:1,2사 2루 5:1,0.15,0.099,0.274,2.70%,0.009
08월 06일, KIA,9회초,전상현,4 노시환,5 (2-2),좌익수 방면 1루타,2사 4:3,2사 1루 4:3,0.35,0.099,0.116,18.20%,0.009
08월 06일, KIA,7회초,김기훈,4 노시환,6 (3-2),4구,2사 4:2,2사 1루 4:2,0.31,0.099,0.116,19.90%,0.008
05월 03일, 두산,7회초,최지강,3 노시환,6 (3-2),1루주자 노시환 : 2루 도루,1사 1루 3:1,2사 3루 3:1,0.58,0.215,0.158,19.10%,0.008
09월 02일, LG,9회초,고우석,3 노시환,2 (1-0),사구,"2사 1,2루 5:3",2사 만루 5:3,0.57,0.484,0.46,6.80%,0.008
05월 31일, 키움,6회말,요키시,4 노시환,1 (0-0),우익수 방면 2루타,"2사 1,2루 10:1",2사 2루 10:3,0.08,0.484,1.889,1.20%,0.008
06월 30일, 삼성,5회초,이재익,3 노시환,6 (2-2),좌익수 방면 1루타,무사 5:0,무사 1루 5:0,0.2,0.523,0.417,5.30%,0.007
10월 09일, NC,4회초,최성영,3 노시환,4 (3-0),4구,2사 2루 6:4,"2사 1,2루 6:4",0.95,0.373,0.111,27.20%,0.007
05월 04일, 두산,6회초,김유성,3 노시환,6 (3-2),좌중간 홈런,무사 9:2,무사 10:2,0.05,0.523,1,0.70%,0.006
07월 01일, 삼성,6회초,우규민,3 노시환,5 (2-2),좌익수 방면 2루타,2사 1루 6:1,"2사 2,3루 6:1",0.15,0.215,0.419,4.40%,0.006
04월 16일, KT,3회초,슐서,3 노시환,8 (2-2),중견수 방면 1루타,2사 1루 0:7,"2사 1,2루 0:7",0.18,0.215,0.269,96.50%,0.006
09월 09일, 키움,4회초,김동규,3 노시환,3 (0-2),우익수 방면 1루타,무사 6:0,무사 1루 6:0,0.15,0.523,0.417,4.20%,0.006
06월 03일, 삼성,9회말,이상민,5 노시환,2 (0-1),좌익수 방면 1루타,1사 7:2,1사 1루 7:2,0.08,0.266,0.264,0.70%,0.005
05월 07일, KT,5회말,김영현,3 노시환,,1루주자 노시환 : 2루 이중도루,"1사 1,2루 1:5","1사 2,3루 1:5",0.47,1.258,0.32,95.50%,0.004
08월 09일, KT,8회초,김영현,3 노시환,5 (2-2),중견수 뒤 홈런,무사 5:12,무사 6:12,0.06,0.523,1,99.20%,0.004
06월 04일, 삼성,1회말,수아레즈,5 노시환,3 (1-1),우익수 희생플라이 아웃,1사 만루 0:0,"2사 1,3루 0:1",2.48,1.665,-0.129,64.70%,0.004
09월 22일, 키움,9회말,김성진,3 노시환,4 (2-1),1루수 방면 1루타,무사 11:5,무사 1루 11:5,0.09,0.523,0.417,0.70%,0.004
08월 11일, 두산,3회말,브랜든,3 노시환,7 (3-2),4구,2사 7:0,2사 1루 7:0,0.1,0.099,0.116,3.50%,0.004
06월 21일, KIA,6회말,김기훈,3 노시환,,자동 고의4구,"2사 2,3루 3:6",2사 만루 3:6,0.66,0.634,0.31,92.00%,0.004
04월 15일, KT,9회초,김민,3 노시환,,1루주자 채은성 : 포수 송구실책으로 2루 진루,"무사 1,2루 6:2","무사 2,3루 6:2",0.1,1.623,0.434,0.60%,0.003
05월 07일, KT,7회말,이선우,3 노시환,3 (1-1),1루수 방면 1루타,1사 2:6,1사 1루 2:6,0.08,0.266,0.264,97.20%,0.003
08월 18일, KT,8회말,박세진,3 노시환,2 (1-0),좌익수 방면 2루타,1사 6:10,1사 2루 6:10,0.04,0.266,0.484,99.00%,0.002
04월 15일, KT,9회초,김민,3 노시환,5 (3-1),4구,무사 6:2,무사 1루 6:2,0.06,0.523,0.417,1.20%,0.002
06월 14일, 롯데,4회초,스트레일리,3 노시환,1 (0-0),우익수 방면 1루타,2사 6:0,2사 1루 6:0,0.07,0.099,0.116,5.10%,0.002
08월 01일, 두산,8회말,박치국,3 노시환,4 (3-0),4구,2사 1루 8:1,"2사 1,2루 8:1",0.03,0.215,0.269,0.40%,0.002
09월 18일, KT,4회말,주권,3 노시환,,자동 고의4구,2사 2루 1:6,"2사 1,2루 1:6",0.23,0.373,0.111,94.70%,0.001
06월 10일, LG,7회말,최동환,3 노시환,6 (3-2),좌익수 방면 1루타,1사 0:5,1사 1루 0:5,0.04,0.266,0.264,98.60%,0.001
09월 21일, KIA,6회말,김승현,3 노시환,4 (3-0),4구,1사 4:10,1사 1루 4:10,0.04,0.266,0.264,98.70%,0.001
10월 14일, 롯데,8회말,이태연,3 노시환,2 (0-1),2루수 방면 내야 안타,"2사 2,3루 0:6","2사 1,3루 0:7",0.02,0.634,0.902,99.90%,0.001
10월 09일, NC,9회초,김영규,3 노시환,1 (0-0),중견수 방면 1루타,2사 6:11,2사 1루 6:11,0.02,0.099,0.116,99.90%,0.001
05월 23일, KIA,4회말,앤더슨,4 노시환,5 (3-1),4구,2사 2루 0:6,"2사 1,2루 0:6",0.14,0.373,0.111,96.90%,0.001
06월 10일, LG,8회말,김동규,3 노시환,7 (3-2),4구,1사 만루 0:6,1사 만루 0:7,0.02,1.665,1,100.00%,0.001
09월 21일, KIA,8회말,김기훈,3 노시환,4 (3-0),4구,"무사 1,2루 4:10",무사 만루 4:10,0.02,1.623,0.77,99.90%,0.001
09월 09일, 키움,7회초,이종민,3 노시환,5 (3-1),중견수 방면 2루타,1사 11:2,1사 2루 11:2,0.01,0.266,0.484,0.20%,0
07월 09일, SSG,7회말,이로운,3 노시환,2 (0-1),좌익수 방면 1루타,2사 0:6,2사 1루 0:6,0.02,0.099,0.116,99.30%,0
07월 25일, 키움,8회초,윤석원,3 노시환,7 (3-2),좌익수 방면 1루타,2사 1루 16:6,"2사 1,3루 16:6",0,0.215,0.321,0.00%,0
09월 09일, 키움,9회초,이종민,3 노시환,4 (1-2),3루수 땅볼 아웃,2사 2루 11:2,이닝종료 11:2,0,0.373,-0.373,0.00%,0
09월 09일, 키움,5회초,양현,3 노시환,5 (2-2),우익수 플라이 아웃,1사 11:0,2사 11:0,0.01,0.266,-0.167,0.20%,0
07월 01일, 삼성,9회초,김태훈,3 노시환,1 (0-0),선행주자아웃 출루,2사 1루 10:1,이닝종료 10:1,0,0.215,-0.215,0.00%,0
09월 01일, LG,8회초,이지강,3 노시환,6 (3-2),헛스윙 삼진,2사 0:10,이닝종료 0:10,0,0.099,-0.099,100.00%,0
06월 24일, NC,9회초,배민서,3 노시환,2 (1-0),중견수 플라이 아웃,1사 7:0,2사 7:0,0,0.266,-0.167,0.10%,0
05월 30일, 키움,8회말,이명종,5 노시환,6 (3-2),유격수 땅볼 아웃,1사 1:7,2사 1:7,0.01,0.266,-0.167,99.80%,0
06월 30일, 삼성,9회초,허윤동,3 노시환,5 (3-1),좌익수 플라이 아웃,2사 6:0,이닝종료 6:0,0.01,0.099,-0.099,0.30%,0
05월 23일, KIA,8회말,전상현,4 노시환,3 (1-1),우익수 플라이 아웃,2사 3:9,이닝종료 3:9,0.02,0.099,0.901,99.80%,0
05월 23일, KIA,6회말,김기훈,4 노시환,2 (0-1),우익수 플라이 아웃,무사 0:9,1사 0:9,0.01,0.523,-0.257,99.80%,0
05월 04일, 두산,8회초,김명신,3 노시환,4 (1-2),2루수 땅볼 아웃,1사 2루 10:2,2사 3루 10:2,0.01,0.75,-0.363,0.20%,0
04월 16일, KT,6회초,슐서,3 노시환,4 (1-2),중견수 플라이 아웃,무사 0:12,1사 0:12,0.02,0.523,-0.257,99.90%,0
08월 13일, 두산,8회말,이병헌,3 노시환,6 (3-2),3루수 땅볼 아웃,1사 3:8,2사 3:8,0.02,0.266,-0.167,99.40%,0
05월 03일, 두산,8회초,김명신,3 노시환,4 (1-2),3루수 땅볼 아웃,무사 8:1,1사 8:1,0.02,0.523,-0.257,0.40%,0
04월 26일, 롯데,9회초,최이준,3 노시환,2 (0-1),좌익수 플라이 아웃,"2사 1,2루 1:8",이닝종료 1:8,0.02,0.484,-0.484,100.00%,-0.001
05월 11일, 삼성,8회말,이승현,3 노시환,4 (0-2),우익수 플라이 아웃,2사 0:4,이닝종료 0:4,0.02,0.099,-0.099,98.60%,-0.001
06월 01일, 키움,7회말,이명종,5 노시환,4 (2-1),좌익수 파울플라이 아웃,2사 0:5,이닝종료 0:5,0.03,0.099,-0.099,98.30%,-0.001
05월 26일, NC,5회초,페디,4 노시환,4 (1-2),헛스윙 삼진,2사 1루 0:10,이닝종료 0:10,0.02,0.215,-0.215,99.80%,-0.001
08월 26일, KIA,8회초,전상현,3 노시환,4 (1-2),헛스윙 삼진,무사 3:11,1사 3:11,0.03,0.523,-0.257,99.90%,-0.001
08월 11일, 두산,6회말,브랜든,3 노시환,4 (1-2),중견수 플라이 아웃,무사 1루 11:0,1사 1루 11:0,0.05,0.94,-0.41,0.10%,-0.001
06월 23일, NC,7회초,배민서,3 노시환,3 (2-0),1루수 파울플라이 아웃,1사 6:0,2사 6:0,0.05,0.266,-0.167,1.80%,-0.001
05월 18일, 롯데,8회말,신정락,2 노시환,3 (2-0),투수 땅볼 아웃,2사 1루 7:0,이닝종료 7:0,0.03,0.215,-0.215,0.10%,-0.001
05월 10일, 삼성,8회말,이상민,3 노시환,4 (2-1),우익수 플라이 아웃,무사 1:5,1사 1:5,0.05,0.523,-0.257,98.70%,-0.001
06월 24일, NC,6회초,하준영,3 노시환,8 (3-2),헛스윙 삼진,2사 1루 7:0,이닝종료 7:0,0.04,0.215,-0.215,1.70%,-0.001
07월 01일, 삼성,8회초,김대우,3 노시환,5 (2-2),헛스윙 삼진,"무사 1,2루 7:1","1사 1,2루 7:1",0.05,1.623,-0.647,0.70%,-0.002
06월 23일, NC,9회초,송명기,3 노시환,4 (1-2),헛스윙 삼진,2사 1루 6:2,이닝종료 6:2,0.06,0.215,-0.215,1.80%,-0.002
07월 21일, NC,8회말,류진욱,3 노시환,1 (0-0),투수 땅볼 아웃,2사 8:3,이닝종료 8:3,0.07,0.099,-0.099,0.60%,-0.002
07월 21일, NC,7회말,페디,3 노시환,7 (2-2),헛스윙 삼진,무사 8:0,1사 8:0,0.07,0.523,-0.257,0.30%,-0.002
09월 18일, KT,7회말,김영현,3 노시환,4 (1-2),루킹 삼진,1사 2:6,2사 2:6,0.08,0.266,-0.167,96.70%,-0.002
09월 05일, SSG,9회말,이건욱,3 노시환,4 (1-2),헛스윙 삼진,1사 11:6,2사 11:6,0.08,0.266,-0.167,0.10%,-0.002
04월 06일, 삼성,9회초,최충연,3 노시환,7 (2-2),1루수 병살타 실책 출루,"1사 1,2루 5:1","2사 1,3루 5:1",0.12,0.977,-0.441,1.40%,-0.002
06월 04일, 삼성,6회말,우규민,5 노시환,9 (2-2),선행주자아웃 출루,2사 1루 5:10,이닝종료 5:10,0.09,0.215,-0.215,97.00%,-0.003
06월 15일, 롯데,10회초,신정락,3 노시환,,자동 고의4구,"1사 2,3루 4:4",1사 만루 4:4,4.04,1.578,0.087,28.50%,-0.003
05월 23일, KIA,2회말,앤더슨,4 노시환,1 (0-0),유격수 땅볼 아웃,1사 0:6,2사 0:6,0.11,0.266,-0.167,94.40%,-0.003
06월 14일, 롯데,6회초,박진,3 노시환,3 (1-1),중견수 플라이 아웃,1사 1루 6:0,2사 1루 6:0,0.12,0.53,-0.315,2.80%,-0.003
06월 24일, NC,4회초,송명기,3 노시환,2 (0-1),2루수 플라이 아웃,1사 1루 7:0,2사 1루 7:0,0.12,0.53,-0.315,3.10%,-0.003
08월 13일, 두산,6회말,홍건희,3 노시환,8 (3-2),중견수 플라이 아웃,1사 3:7,2사 3:7,0.13,0.266,-0.167,94.50%,-0.003
06월 01일, 키움,5회말,후라도,5 노시환,2 (0-1),3루수 파울플라이 아웃,무사 0:5,1사 0:5,0.13,0.523,-0.257,95.90%,-0.003
08월 05일, KIA,8회초,장현식,3 노시환,4 (1-2),헛스윙 삼진,무사 3:9,1사 3:9,0.14,0.523,-0.257,99.60%,-0.004
06월 24일, NC,2회초,송명기,3 노시환,5 (2-2),3루수 땅볼 아웃,1사 6:0,2사 6:0,0.14,0.266,-0.167,7.80%,-0.004
04월 06일, 삼성,7회초,김대우,3 노시환,3 (0-2),헛스윙 삼진,1사 5:1,2사 5:1,0.14,0.266,-0.167,6.60%,-0.004
05월 11일, 삼성,1회말,수아레즈,3 노시환,5 (2-2),3루수 땅볼 아웃,"무사 1,2루 0:0","1사 2,3루 0:0",1.83,1.623,-0.046,63.30%,-0.004
09월 10일, 키움,6회초,장재영,3 노시환,4 (1-2),낫아웃 삼진,무사 9:4,1사 9:4,0.15,0.523,-0.257,4.90%,-0.004
08월 08일, KT,8회초,손동현,3 노시환,1 (0-0),우익수 플라이 아웃,1사 1루 1:7,2사 1루 1:7,0.15,0.53,-0.315,99.60%,-0.004
04월 08일, SSG,4회말,송영진,3 노시환,7 (3-2),헛스윙 삼진,무사 0:5,1사 0:5,0.16,0.523,-0.257,94.40%,-0.004
10월 15일, 롯데,6회말,최준용,3 노시환,4 (0-2),헛스윙 삼진,"2사 1,2루 2:7",이닝종료 2:7,0.18,0.484,-0.484,97.00%,-0.005
06월 10일, LG,4회말,이민호,3 노시환,1 (0-0),유격수 땅볼 아웃,2사 1루 0:5,이닝종료 0:5,0.16,0.215,-0.215,93.90%,-0.005
07월 30일, SSG,9회초,이건욱,3 노시환,6 (2-2),선행주자아웃 출루,1사 1루 1:6,2사 1루 1:6,0.16,0.53,-0.315,99.90%,-0.005
06월 14일, 롯데,1회초,스트레일리,3 노시환,3 (2-0),우익수 플라이 아웃,"무사 1,2루 0:0","1사 2,3루 0:0",1.87,1.623,-0.046,41.50%,-0.005
04월 06일, 삼성,1회초,백정현,3 노시환,2 (1-0),우익수 파울플라이 아웃,"무사 1,2루 0:0","1사 2,3루 0:0",1.87,1.623,-0.046,41.50%,-0.005
07월 09일, SSG,5회말,이로운,3 노시환,5 (2-2),중견수 플라이 아웃,2사 0:3,이닝종료 0:3,0.18,0.099,-0.099,86.70%,-0.005
06월 11일, LG,8회말,백승현,3 노시환,6 (3-2),헛스윙 삼진,1사 1루 13:7,2사 1루 13:7,0.19,0.53,-0.315,0.50%,-0.005
08월 03일, 두산,7회말,이영하,4 노시환,3 (0-2),헛스윙 삼진,2사 3루 1:5,이닝종료 1:5,0.19,0.387,-0.387,96.50%,-0.005
10월 14일, 롯데,5회말,한현희,3 노시환,5 (3-1),중견수 플라이 아웃,무사 0:4,1사 0:4,0.22,0.523,-0.257,92.80%,-0.006
08월 18일, KT,6회말,김민,3 노시환,3 (0-2),헛스윙 삼진,1사 5:8,2사 5:8,0.22,0.266,-0.167,90.10%,-0.006
08월 13일, 두산,2회말,김민규,3 노시환,5 (2-2),중견수 플라이 아웃,2사 1:4,이닝종료 1:4,0.23,0.099,-0.099,79.90%,-0.006
07월 08일, SSG,6회말,고효준,3 노시환,6 (3-2),1루수 파울플라이 아웃,2사 1루 9:3,이닝종료 9:3,0.21,0.215,-0.215,1.60%,-0.006
06월 10일, LG,2회말,이민호,3 노시환,2 (0-1),2루수 플라이 아웃,1사 0:4,2사 0:4,0.24,0.266,-0.167,86.70%,-0.006
06월 04일, 삼성,2회말,수아레즈,5 노시환,8 (2-2),헛스윙 삼진,2사 2루 0:6,이닝종료 0:6,0.21,0.373,-0.373,94.20%,-0.006
07월 08일, SSG,3회말,엘리아스,3 노시환,4 (1-2),헛스윙 삼진,1사 1루 8:0,2사 1루 8:0,0.25,0.53,-0.315,2.10%,-0.006
09월 02일, LG,8회초,박명근,3 노시환,2 (0-1),3루수 땅볼 아웃,무사 3:0,1사 3:0,0.26,0.523,-0.257,7.60%,-0.007
08월 08일, KT,3회초,쿠에바스,3 노시환,2 (1-0),우익수 플라이 아웃,2사 1:5,이닝종료 1:5,0.26,0.099,-0.099,89.70%,-0.007
07월 26일, 키움,8회초,김성진,3 노시환,5 (2-2),헛스윙 삼진,2사 4:2,이닝종료 4:2,0.26,0.099,-0.099,16.20%,-0.007
10월 14일, 롯데,6회말,최이준,3 노시환,2 (1-0),우익수 플라이 아웃,2사 만루 0:5,이닝종료 0:5,0.28,0.944,-0.944,97.00%,-0.007
06월 28일, KT,1회말,벤자민,3 노시환,4 (1-2),루킹 삼진,2사 4:0,이닝종료 4:0,0.29,0.099,-0.099,15.40%,-0.007
05월 11일, 삼성,3회말,수아레즈,3 노시환,4 (1-2),헛스윙 삼진,2사 0:2,이닝종료 0:2,0.31,0.099,-0.099,73.30%,-0.008
08월 16일, NC,9회초,김태현,3 노시환,6 (3-2),헛스윙 삼진,"2사 1,3루 4:1",이닝종료 4:1,0.28,0.536,-0.536,4.10%,-0.008
08월 05일, KIA,3회초,파노니,3 노시환,5 (2-2),낫아웃 삼진,2사 1:4,이닝종료 1:4,0.34,0.099,-0.099,84.30%,-0.009
09월 08일, 키움,12회초,박승주,3 노시환,8 (3-2),3루수 땅볼 아웃,2사 6:5,이닝종료 6:5,0.35,0.099,-0.099,20.00%,-0.009
08월 04일, KIA,7회초,임기영,4 노시환,2 (1-0),3루수 땅볼 아웃,1사 3:7,2사 3:7,0.35,0.266,-0.167,96.70%,-0.009
08월 08일, KT,6회초,쿠에바스,3 노시환,3 (0-2),중견수 플라이 아웃,무사 2루 1:7,1사 3루 1:7,0.45,1.249,-0.27,96.80%,-0.01
07월 26일, 키움,3회초,맥키니,3 노시환,4 (1-2),중견수 플라이 아웃,1사 4:1,2사 4:1,0.38,0.266,-0.167,22.40%,-0.01
04월 04일, 삼성,3회초,원태인,3 노시환,2 (0-1),중견수 플라이 아웃,1사 3:0,2사 3:0,0.38,0.266,-0.167,22.40%,-0.01
06월 11일, LG,2회말,켈리,3 노시환,1 (0-0),우익수 플라이 아웃,1사 10:5,2사 10:5,0.38,0.266,-0.167,9.70%,-0.01
06월 28일, KT,3회말,벤자민,3 노시환,4 (1-2),헛스윙 삼진,2사 4:1,이닝종료 4:1,0.38,0.099,-0.099,18.20%,-0.01
08월 03일, 두산,5회말,알칸타라,4 노시환,4 (1-2),우익수 플라이 아웃,2사 1루 0:3,이닝종료 0:3,0.35,0.215,-0.215,86.70%,-0.01
06월 20일, KIA,6회말,앤더슨,3 노시환,3 (1-1),투수 땅볼 아웃,2사 1루 6:1,이닝종료 6:1,0.34,0.215,-0.215,3.00%,-0.01
06월 22일, KIA,7회말,전상현,3 노시환,4 (2-1),좌익수 플라이 아웃,2사 0:1,이닝종료 0:1,0.39,0.099,-0.099,74.80%,-0.01
10월 09일, NC,1회초,신민혁,3 노시환,6 (2-2),헛스윙 삼진,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,54.80%,-0.01
09월 21일, KIA,1회말,이의리,3 노시환,3 (0-2),낫아웃 삼진,2사 2:0,이닝종료 2:0,0.4,0.099,-0.099,29.90%,-0.01
09월 12일, 두산,1회초,곽빈,3 노시환,5 (3-1),1루수 플라이 아웃,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,54.80%,-0.01
09월 08일, 키움,1회초,김선기,3 노시환,4 (2-1),유격수 땅볼 아웃,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,54.80%,-0.01
08월 17일, NC,1회초,신민혁,3 노시환,3 (1-1),우익수 플라이 아웃,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,54.80%,-0.01
08월 08일, KT,1회초,쿠에바스,3 노시환,4 (1-2),헛스윙 삼진,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,54.80%,-0.01
