Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
04월 14일, NC,2회말,이재학,6 김영웅,4 (1-2),헛스윙 삼진,1사 0:0,2사 0:0,0.67,0.295,-0.177,51.10%,-0.017
05월 08일, KIA,2회말,양현종,5 김영웅,8 (1-2),헛스윙 삼진,1사 0:0,2사 0:0,0.67,0.283,-0.171,51.10%,-0.017
05월 12일, NC,4회초,이재학,4 김영웅,8 (2-2),유격수 땅볼 아웃,무사 2:0,1사 2:0,0.69,0.555,-0.268,28.50%,-0.018
05월 25일, 롯데,7회초,김상수,4 김영웅,4 (2-1),중견수 플라이 아웃,1사 6:5,2사 6:5,0.72,0.294,-0.177,34.70%,-0.018
03월 30일, SSG,6회말,엘리아스,7 김영웅,3 (0-2),헛스윙 삼진,무사 8:4,1사 8:4,0.74,0.54,-0.265,7.50%,-0.019
04월 05일, KIA,9회초,정해영,7 김영웅,2 (0-1),3루수 파울플라이 아웃,무사 2:5,1사 2:5,0.75,0.55,-0.267,98.60%,-0.019
05월 31일, 한화,3회말,장시환,5 김영웅,5 (1-2),낫아웃 삼진,1사 5:4,2사 5:4,0.77,0.298,-0.178,38.70%,-0.019
05월 17일, 한화,4회말,황준서,4 김영웅,5 (0-2),헛스윙 삼진,1사 1:1,2사 1:1,0.78,0.291,-0.174,51.30%,-0.019
05월 03일, 롯데,1회말,나균안,5 김영웅,1 (0-0),우익수 플라이 아웃,2사 1루 0:1,이닝종료 0:1,0.7,0.23,-0.23,60.50%,-0.02
04월 14일, NC,4회말,이재학,6 김영웅,3 (0-2),헛스윙 삼진,무사 2:3,1사 2:3,0.83,0.563,-0.268,66.60%,-0.021
05월 04일, 롯데,4회말,윌커슨,5 김영웅,4 (1-2),헛스윙 삼진,무사 1:2,1사 1:2,0.83,0.55,-0.267,66.60%,-0.021
03월 23일, KT,3회초,쿠에바스,9 김영웅,5 (2-2),헛스윙 삼진,무사 1:0,1사 1:0,0.87,0.529,-0.258,40.80%,-0.022
05월 16일, SSG,1회초,김광현,4 김영웅,2 (1-0),중견수 플라이 아웃,2사 1루 0:0,이닝종료 0:0,0.79,0.237,-0.237,54.80%,-0.022
05월 11일, NC,1회초,김시훈,4 김영웅,2 (0-1),1루수 직선타 아웃,2사 1루 0:0,이닝종료 0:0,0.79,0.231,-0.231,54.80%,-0.022
04월 07일, KIA,8회초,장현식,5 김영웅,1 (0-0),좌익수 플라이 아웃,무사 4:3,1사 4:3,0.9,0.552,-0.269,27.50%,-0.023
04월 19일, 한화,5회초,페냐,6 김영웅,6 (2-2),유격수 땅볼 아웃,무사 0:3,1사 0:3,0.9,0.537,-0.263,86.30%,-0.023
05월 25일, 롯데,2회초,김진욱,4 김영웅,3 (0-2),루킹 삼진,무사 0:2,1사 0:2,0.92,0.563,-0.269,72.40%,-0.023
05월 23일, KT,3회말,원상현,4 김영웅,3 (0-2),낫아웃 삼진,2사 2루 4:0,이닝종료 4:0,0.83,0.392,-0.392,12.00%,-0.024
05월 23일, KT,1회말,원상현,4 김영웅,5 (2-2),선행주자아웃 출루,2사 1루 1:0,이닝종료 1:0,0.83,0.238,-0.238,39.50%,-0.024
05월 14일, SSG,2회초,오원석,4 김영웅,1 (0-0),좌익수 플라이 아웃,무사 0:0,1사 0:0,0.93,0.556,-0.268,52.40%,-0.024
05월 10일, NC,2회초,하트,4 김영웅,1 (0-0),투수 번트 땅볼 아웃,무사 0:0,1사 0:0,0.93,0.552,-0.269,52.40%,-0.024
04월 27일, 키움,2회초,후라도,6 김영웅,1 (0-0),좌익수 플라이 아웃,무사 0:0,1사 0:0,0.93,0.55,-0.267,52.40%,-0.024
05월 21일, KT,6회말,김민수,4 김영웅,2 (0-1),3루수 플라이 아웃,1사 3:1,2사 3:1,0.96,0.293,-0.175,19.60%,-0.024
04월 07일, KIA,2회초,양현종,5 김영웅,5 (1-2),낫아웃 삼진,무사 0:1,1사 0:1,0.97,0.552,-0.269,63.00%,-0.024
04월 28일, 키움,2회초,하영민,6 김영웅,7 (2-2),헛스윙 삼진,무사 1:2,1사 1:2,0.97,0.546,-0.266,63.00%,-0.024
04월 09일, 롯데,2회초,나균안,6 김영웅,4 (1-2),루킹 삼진,무사 0:1,1사 0:1,0.97,0.531,-0.258,63.00%,-0.024
04월 27일, 키움,6회초,후라도,6 김영웅,2 (0-1),3루수 땅볼 아웃,무사 1:0,1사 1:0,0.97,0.55,-0.267,36.20%,-0.025
05월 17일, 한화,2회말,황준서,4 김영웅,4 (1-2),헛스윙 삼진,무사 1:0,1사 1:0,0.99,0.559,-0.268,41.50%,-0.025
05월 26일, 롯데,3회초,최이준,4 김영웅,5 (2-2),좌익수 플라이 아웃,무사 1:1,1사 1:1,0.99,0.563,-0.268,52.50%,-0.025
05월 28일, 키움,5회말,후라도,4 김영웅,4 (0-2),헛스윙 삼진,"1사 1,3루 2:2","2사 1,3루 2:2",1.64,0.789,-0.229,56.70%,-0.025
03월 24일, KT,3회초,엄상백,9 김영웅,1 (0-0),중견수 플라이 아웃,"2사 1,2루 3:0",이닝종료 3:0,0.98,0.491,-0.491,23.10%,-0.025
05월 11일, NC,3회초,김시훈,4 김영웅,5 (1-2),낫아웃 삼진,2사 1루 0:0,이닝종료 0:0,0.91,0.231,-0.231,55.50%,-0.026
04월 26일, 키움,6회초,김성민,6 김영웅,5 (2-2),헛스윙 삼진,2사 1루 1:0,이닝종료 1:0,0.92,0.224,-0.224,39.20%,-0.026
04월 04일, 키움,8회말,조상우,9 김영웅,2 (1-0),선행주자아웃 출루,무사 1루 5:1,1사 1루 5:1,1.17,0.969,-0.427,4.40%,-0.027
06월 01일, 한화,1회말,조동욱,5 김영웅,5 (1-2),1루주자 류지혁 : 이중도루 실패 사이 2루 진루,"2사 1,3루 0:3",이닝종료 0:3,0.97,0.56,-0.56,78.20%,-0.027
04월 25일, LG,7회말,김진성,6 김영웅,3 (0-2),헛스윙 삼진,무사 5:2,1사 5:2,1.07,0.542,-0.266,9.60%,-0.027
04월 23일, LG,4회말,임찬규,5 김영웅,2 (0-1),중견수 플라이 아웃,2사 1루 2:0,이닝종료 2:0,1,0.225,-0.225,24.50%,-0.028
06월 02일, 한화,7회말,문동주,9 김영웅,3 (0-2),헛스윙 삼진,1사 0:0,2사 0:0,1.15,0.297,-0.178,52.10%,-0.029
05월 26일, 롯데,5회초,김상수,4 김영웅,1 (0-0),중견수 플라이 아웃,무사 1:3,1사 1:3,1.13,0.563,-0.268,78.40%,-0.029
04월 30일, 두산,5회초,곽빈,5 김영웅,5 (3-1),3루수 파울플라이 아웃,무사 0:2,1사 0:2,1.13,0.546,-0.266,78.40%,-0.029
03월 30일, SSG,4회말,엘리아스,7 김영웅,7 (2-2),헛스윙 삼진,1사 2루 6:2,2사 2루 6:2,1.03,0.765,-0.382,12.40%,-0.029
03월 31일, SSG,3회말,더거,9 김영웅,4 (1-2),헛스윙 삼진,1사 1루 3:0,2사 1루 3:0,1.21,0.536,-0.314,20.50%,-0.029
04월 09일, 롯데,6회초,나균안,6 김영웅,2 (1-0),1루수 희생번트 아웃,무사 1루 0:1,1사 2루 0:1,2.4,0.946,-0.18,63.30%,-0.029
04월 19일, 한화,2회초,페냐,6 김영웅,5 (2-2),헛스윙 삼진,1사 1루 0:0,2사 1루 0:0,1.23,0.535,-0.31,52.70%,-0.03
05월 08일, KIA,5회말,양현종,5 김영웅,3 (2-0),3루수 파울플라이 아웃,무사 0:0,1사 0:0,1.17,0.551,-0.268,53.60%,-0.03
04월 26일, 키움,5회초,김인범,6 김영웅,1 (0-0),2루수 땅볼 아웃,무사 0:0,1사 0:0,1.19,0.541,-0.266,53.00%,-0.03
03월 27일, LG,5회초,최원태,9 김영웅,4 (1-2),루킹 삼진,무사 1:1,1사 1:1,1.19,0.535,-0.26,53.00%,-0.03
04월 04일, 키움,5회말,후라도,9 김영웅,6 (1-2),헛스윙 삼진,2사 1루 3:1,이닝종료 3:1,1.1,0.226,-0.226,21.70%,-0.031
03월 24일, KT,5회초,김민수,9 김영웅,1 (0-0),중견수 플라이 아웃,"2사 2,3루 4:1",이닝종료 4:1,1.05,0.626,-0.626,18.70%,-0.031
05월 11일, NC,6회초,류진욱,4 김영웅,3 (0-2),좌익수 플라이 아웃,무사 0:2,1사 0:2,1.23,0.554,-0.269,81.40%,-0.031
03월 26일, LG,6회초,켈리,9 김영웅,5 (1-2),루킹 삼진,무사 0:2,1사 0:2,1.23,0.529,-0.258,81.40%,-0.031
03월 23일, KT,5회초,쿠에바스,9 김영웅,1 (0-0),좌익수 플라이 아웃,무사 1:2,1사 1:2,1.27,0.529,-0.258,67.30%,-0.032
05월 21일, KT,3회말,육청명,4 김영웅,3 (0-2),선행주자아웃 출루,1사 1루 3:1,2사 1루 3:1,1.39,0.552,-0.313,29.30%,-0.033
03월 27일, LG,11회초,최동환,9 김영웅,5 (2-2),1루수 땅볼 아웃,2사 2:2,이닝종료 2:2,1.32,0.107,-0.107,63.70%,-0.034
04월 07일, KIA,6회초,양현종,5 김영웅,3 (1-1),중견수 플라이 아웃,무사 3:3,1사 3:3,1.34,0.552,-0.269,53.40%,-0.034
03월 30일, SSG,2회말,엘리아스,7 김영웅,4 (1-2),헛스윙 삼진,2사 2루 0:0,이닝종료 0:0,1.21,0.383,-0.383,50.00%,-0.034
03월 31일, SSG,8회말,한두솔,9 김영웅,5 (2-2),루킹 삼진,1사 3:3,2사 3:3,1.39,0.275,-0.168,52.60%,-0.035
05월 08일, KIA,9회말,최지민,5 김영웅,2 (1-0),3루수 파울플라이 아웃,2사 2:2,이닝종료 2:2,1.38,0.112,-0.112,50.00%,-0.035
04월 20일, 한화,2회초,황준서,5 김영웅,3 (0-2),루킹 삼진,무사 1루 0:0,1사 1루 0:0,1.53,0.96,-0.424,49.80%,-0.035
05월 28일, 키움,1회말,후라도,4 김영웅,7 (3-2),루킹 삼진,2사 3루 0:0,이닝종료 0:0,1.32,0.432,-0.432,50.00%,-0.036
06월 01일, 한화,7회말,이민우,5 김영웅,5 (2-2),2루수 땅볼 아웃,"2사 1,2루 4:5",이닝종료 4:5,1.42,0.506,-0.506,74.80%,-0.037
04월 23일, LG,2회말,임찬규,5 김영웅,4 (2-1),유격수 플라이 아웃,무사 1루 1:0,1사 1루 1:0,1.65,0.962,-0.422,44.30%,-0.038
05월 30일, 키움,3회말,이종민,5 김영웅,7 (3-2),1루수 땅볼 아웃,"2사 1,2루 0:1",이닝종료 0:1,1.52,0.513,-0.513,62.50%,-0.039
04월 06일, KIA,7회초,장현식,5 김영웅,4 (1-2),루킹 삼진,무사 4:4,1사 4:4,1.54,0.552,-0.269,53.90%,-0.039
05월 09일, KIA,3회말,네일,4 김영웅,5 (1-2),유격수 땅볼 아웃,2사 2루 2:1,이닝종료 2:1,1.39,0.392,-0.392,37.50%,-0.039
03월 31일, SSG,6회말,더거,9 김영웅,7 (2-2),1루수 땅볼 아웃,무사 3:2,1사 3:2,1.57,0.54,-0.265,35.20%,-0.04
04월 06일, KIA,1회초,윤영철,5 김영웅,3 (0-2),헛스윙 삼진,"2사 1,2루 0:0",이닝종료 0:0,1.62,0.498,-0.498,54.80%,-0.042
03월 30일, SSG,9회말,문승원,7 김영웅,4 (1-2),헛스윙 삼진,무사 1루 9:6,1사 1루 9:6,1.86,0.962,-0.422,4.50%,-0.043
03월 27일, LG,6회초,이지강,9 김영웅,3 (0-2),2루수 땅볼 아웃,2사 3루 2:1,이닝종료 2:1,1.6,0.415,-0.415,39.20%,-0.044
04월 20일, 한화,8회초,장지수,5 김영웅,4 (1-2),헛스윙 삼진,"2사 1,2루 1:0",이닝종료 1:0,1.72,0.483,-0.483,30.40%,-0.044
03월 23일, KT,9회초,박영현,9 김영웅,3 (1-1),좌익수 플라이 아웃,1사 2:2,2사 2:2,1.8,0.271,-0.167,60.40%,-0.045
04월 20일, 한화,6회초,장시환,5 김영웅,4 (2-1),3루수 파울플라이 아웃,"2사 1,2루 1:0",이닝종료 1:0,1.84,0.483,-0.483,39.20%,-0.047
04월 13일, NC,6회말,하트,6 김영웅,2 (0-1),선행주자아웃 출루,무사 1루 1:1,1사 1루 1:1,2.07,0.979,-0.428,57.80%,-0.048
03월 28일, LG,2회초,손주영,8 김영웅,5 (3-1),중견수 플라이 아웃,"2사 1,3루 0:0",이닝종료 0:0,1.86,0.56,-0.56,55.10%,-0.051
03월 27일, LG,9회초,유영찬,9 김영웅,4 (1-2),헛스윙 삼진,무사 2:2,1사 2:2,2.32,0.535,-0.26,55.90%,-0.059
05월 25일, 롯데,5회초,한현희,4 김영웅,2 (0-1),좌익수 플라이 아웃,"2사 1,2루 3:4",이닝종료 3:4,2.38,0.509,-0.509,71.00%,-0.061
04월 21일, 한화,5회초,산체스,5 김영웅,3 (2-0),2루수 땅볼 아웃,"2사 1,2루 2:3",이닝종료 2:3,2.38,0.49,-0.49,71.00%,-0.061
05월 01일, 두산,4회초,브랜든,6 김영웅,2 (0-1),2루수 병살타 아웃,1사 1루 1:1,이닝종료 1:1,1.44,0.543,-0.543,56.00%,-0.063
03월 28일, LG,4회초,손주영,8 김영웅,5 (2-2),헛스윙 삼진,1사 만루 0:4,2사 만루 0:4,2.49,1.649,-0.722,85.60%,-0.063
05월 28일, 키움,8회말,김재웅,4 김영웅,1 (0-0),우익수 플라이 아웃,무사 3:2,1사 3:2,2.48,0.564,-0.269,24.00%,-0.063
05월 10일, NC,7회초,하트,4 김영웅,3 (0-2),헛스윙 삼진,무사 1루 0:1,1사 1루 0:1,2.83,0.973,-0.427,69.00%,-0.065
03월 23일, KT,7회초,주권,9 김영웅,6 (2-2),헛스윙 삼진,1사 2루 1:2,2사 2루 1:2,2.41,0.768,-0.388,72.70%,-0.068
05월 25일, 롯데,9회초,김원중,4 김영웅,5 (2-2),우익수 플라이 아웃,2사 1루 6:7,이닝종료 6:7,2.8,0.241,-0.241,100.00%,-0.079
05월 16일, SSG,8회초,조병현,4 김영웅,4 (1-2),헛스윙 삼진,무사 1루 2:3,1사 1루 2:3,3.5,0.981,-0.429,74.20%,-0.081
03월 30일, SSG,7회말,노경은,7 김영웅,6 (2-2),헛스윙 삼진,1사 만루 8:5,2사 만루 8:5,4.2,1.67,-0.745,16.80%,-0.102
03월 27일, LG,2회초,최원태,9 김영웅,5 (2-2),1루수 병살타 아웃,"무사 1,2루 0:1",2사 3루 0:1,2.12,1.622,-1.207,61.90%,-0.115
04월 21일, 한화,7회초,이민우,5 김영웅,6 (3-2),2루수 인필드플라이 아웃,1사 만루 3:3,2사 만루 3:3,4.12,1.67,-0.745,46.70%,-0.124
04월 06일, KIA,8회초,최지민,5 김영웅,4 (1-2),헛스윙 삼진,1사 만루 4:4,2사 만루 4:4,4.84,1.796,-0.843,46.60%,-0.146
04월 13일, NC,9회말,이용찬,6 김영웅,5 (2-2),헛스윙 삼진,"2사 1,2루 4:3",이닝종료 4:3,6.65,0.506,-0.506,0.00%,-0.171
06월 11일, 롯데,10회말,김도규,9 김영웅,5 (2-2),좌익수 방면 2루타,무사 4:3,무사 2루 4:3,3.47,0.523,0.726,44.40%,0.244
06월 16일, KT,2회초,벤자민,9 김영웅,5 (3-1),우익수 방면 그라운드 홈런,"2사 1,3루 1:0",2사 4:0,1.66,0.536,2.563,17.10%,0.223
06월 13일, LG,5회초,플럿코,9 김영웅,6 (3-2),우익수 방면 1루타,2사 2루 0:0,2사 1루 1:0,1.6,0.373,0.842,38.70%,0.134
06월 17일, KT,5회초,쿠에바스,9 김영웅,4 (1-2),우익수 방면 1루타,2사 3루 0:1,2사 1루 1:1,1.88,0.387,0.828,53.50%,0.124
06월 14일, LG,7회초,김진성,9 김영웅,1 (0-0),희생번트 야수선택 출루,무사 1루 2:3,"무사 1,2루 2:3",2.83,0.94,0.683,52.00%,0.105
10월 05일, 한화,4회말,김기중,8 김영웅,7 (2-2),우익수 뒤 홈런,무사 0:2,무사 0:3,0.6,0.523,1,86.40%,0.075
05월 03일, 키움,3회말,후라도,8 김영웅,1 (0-0),우익수 방면 2루타,무사 3:0,무사 2루 3:0,0.91,0.523,0.726,29.20%,0.061
09월 28일, LG,4회초,이정용,8 김영웅,1 (0-0),우익수 방면 2루타,1사 2루 3:0,1사 2루 4:0,0.7,0.75,1,11.20%,0.059
10월 01일, 롯데,3회초,윌커슨,8 김영웅,6 (3-2),우익수 방면 1루타,무사 0:2,무사 1루 0:2,0.97,0.523,0.417,67.40%,0.041
10월 06일, KT,3회초,이채호,8 김영웅,6 (3-2),4구,무사 0:0,무사 1루 0:0,0.99,0.523,0.417,46.00%,0.04
10월 02일, 롯데,7회초,석상호,9 김영웅,4 (2-1),우익수 방면 1루타,무사 7:6,무사 1루 7:6,0.98,0.523,0.417,26.70%,0.037
04월 27일, 두산,6회말,김동주,7 김영웅,2 (1-0),우익수 방면 1루타,2사 5:3,2사 1루 5:3,0.58,0.099,0.116,21.60%,0.02
05월 14일, LG,6회말,플럿코,8 김영웅,1 (0-0),중견수 방면 1루타,1사 1루 3:5,"1사 1,2루 3:5",0.68,0.53,0.447,86.80%,0.019
09월 28일, LG,2회초,이정용,8 김영웅,3 (0-2),2루수 포구실책 출루,1사 2:0,1사 1루 2:0,0.49,0.266,0.264,29.80%,0.019
04월 30일, KT,10회초,김재윤,7 김영웅,1 (0-0),좌익수 방면 2루타,2사 1:0,2사 2루 1:0,0.35,0.099,0.274,17.20%,0.019
10월 04일, 한화,7회말,윤대경,9 김영웅,2 (0-1),우익수 방면 2루타,무사 11:5,무사 2루 11:5,0.24,0.523,0.726,3.40%,0.015
06월 17일, KT,6회초,전용주,9 김영웅,6 (3-2),4구,2사 1루 3:1,"2사 1,3루 3:1",0.64,0.215,0.269,22.20%,0.015
06월 17일, KT,5회초,쿠에바스,9 김영웅,,1루주자 김영웅 : 2루 도루,2사 1루 1:1,2사 2루 1:1,1.11,0.215,0.158,52.10%,0.014
10월 02일, 롯데,5회초,김도규,9 김영웅,6 (3-2),우익수 희생플라이 아웃,1사 만루 5:5,"2사 1,3루 6:5",3.29,1.665,-0.129,35.90%,0.014
05월 16일, KIA,4회말,앤더슨,8 김영웅,3 (2-0),유격수 방면 내야 안타,2사 1루 0:2,"2사 1,2루 0:2",0.58,0.215,0.269,78.40%,0.013
04월 28일, KT,6회초,배제성,7 김영웅,5 (3-1),우익수 방면 1루타,1사 3:0,1사 1루 3:0,0.32,0.266,0.264,13.30%,0.012
10월 02일, 롯데,8회초,이진하,1 김영웅,5 (3-1),4구,1사 2루 9:7,"1사 1,2루 9:7",0.68,0.75,0.227,11.50%,0.007
09월 10일, 두산,8회초,김정우,6 김영웅,6 (3-2),4구,1사 1루 1:8,"1사 1,2루 1:8",0.07,0.53,0.447,99.30%,0.003
09월 27일, 한화,9회초,장민재,9 김영웅,3 (0-2),우익수 방면 2루타,1사 만루 8:3,"1사 2,3루 10:3",0.07,1.665,1.913,0.10%,0.003
09월 28일, LG,6회초,손주영,8 김영웅,5 (3-1),4구,"1사 1,2루 10:1",1사 만루 10:1,0.02,0.977,0.688,0.30%,0.001
05월 20일, NC,7회초,하준영,8 김영웅,5 (2-2),우익수 방면 1루타,무사 1루 3:14,"무사 1,2루 3:14",0.02,0.94,0.683,99.90%,0.001
07월 09일, NC,8회초,전사민,2 김영웅,5 (3-1),4구,1사 7:0,1사 1루 7:0,0.01,0.266,0.264,0.40%,0
05월 04일, 키움,6회말,김준형,6 김영웅,4 (3-0),4구,"1사 1,2루 0:10",1사 만루 0:10,0.01,0.977,0.688,99.90%,0
09월 28일, LG,9회초,최동환,8 김영웅,2 (0-1),중견수 플라이 아웃,무사 11:1,1사 11:1,0,0.523,-0.257,0.00%,0
08월 18일, KIA,8회말,박준표,8 김영웅,1 (0-0),선행주자아웃 출루,"무사 1,3루 2:11",1사 1루 2:12,0,1.809,-0.279,100.00%,0
05월 20일, NC,9회초,조민석,8 김영웅,2 (0-1),좌익수 플라이 아웃,2사 3:14,이닝종료 3:14,0,0.099,-0.099,100.00%,0
05월 04일, 키움,8회말,윤정현,6 김영웅,4 (3-0),4구,무사 1:14,무사 1루 1:14,0,0.523,0.417,100.00%,0
09월 01일, NC,8회말,하준영,1 김영웅,5 (2-2),낫아웃 삼진,2사 8:0,이닝종료 8:0,0.01,0.099,-0.099,0.00%,0
09월 28일, LG,5회초,손주영,8 김영웅,4 (1-2),헛스윙 삼진,무사 9:0,1사 9:0,0.01,0.523,-0.257,0.70%,-0.001
05월 24일, 두산,8회초,이형범,9 김영웅,1 (0-0),2루수 땅볼 아웃,1사 1루 6:0,2사 2루 6:0,0.04,0.53,-0.157,0.80%,-0.001
09월 05일, 롯데,9회초,진승현,8 김영웅,4 (1-2),헛스윙 삼진,무사 3:10,1사 3:10,0.03,0.523,-0.257,100.00%,-0.001
07월 01일, 한화,9회말,남지민,8 김영웅,5 (2-2),헛스윙 삼진,무사 2루 10:2,1사 2루 10:2,0.03,1.249,-0.499,0.00%,-0.001
05월 20일, NC,5회초,페디,8 김영웅,4 (1-2),루킹 삼진,무사 3:13,1사 3:13,0.05,0.523,-0.257,99.80%,-0.001
09월 10일, 두산,9회초,박치국,6 김영웅,3 (1-1),1루수 땅볼 아웃,"2사 1,2루 2:8",이닝종료 2:8,0.05,0.484,-0.484,100.00%,-0.002
10월 03일, 롯데,8회초,문경찬,2 김영웅,4 (1-2),헛스윙 삼진,1사 3:9,2사 3:9,0.06,0.266,-0.167,99.70%,-0.002
06월 16일, KT,4회초,벤자민,9 김영웅,3 (0-2),루킹 삼진,2사 5:1,이닝종료 5:1,0.17,0.099,-0.099,14.00%,-0.005
10월 06일, KT,9회초,강건,8 김영웅,5 (3-2),헛스윙 삼진,무사 1루 5:2,1사 1루 5:2,0.21,0.94,-0.41,3.30%,-0.005
04월 28일, KT,7회초,배제성,7 김영웅,1 (0-0),좌익수 플라이 아웃,2사 3루 5:0,이닝종료 5:0,0.19,0.387,-0.387,3.70%,-0.005
06월 15일, LG,2회초,임찬규,9 김영웅,3 (0-2),1루수 땅볼 아웃,"무사 1,3루 1:0",1사 2루 2:0,1.4,1.809,-0.059,28.40%,-0.005
06월 09일, 롯데,9회말,진승현,7 김영웅,3 (0-2),헛스윙 삼진,1사 5:1,2사 5:1,0.21,0.266,-0.167,0.20%,-0.005
05월 13일, LG,7회말,켈리,9 김영웅,4 (1-2),중견수 플라이 아웃,2사 7:3,이닝종료 7:3,0.22,0.099,-0.099,3.50%,-0.006
08월 27일, 키움,8회말,박승주,8 김영웅,5 (2-2),좌익수 플라이 아웃,무사 6:8,1사 6:8,0.23,0.523,-0.257,93.40%,-0.006
10월 06일, KT,4회초,이채호,8 김영웅,2 (0-1),2루수 직선타 아웃,2사 3:0,이닝종료 3:0,0.25,0.099,-0.099,21.10%,-0.006
06월 16일, KT,7회초,벤자민,9 김영웅,11 (2-2),중견수 플라이 아웃,1사 5:2,2사 5:2,0.27,0.266,-0.167,11.90%,-0.007
10월 05일, 한화,6회말,한승주,8 김영웅,3 (0-2),헛스윙 삼진,2사 1:3,이닝종료 1:3,0.26,0.099,-0.099,81.90%,-0.007
10월 02일, 롯데,9회초,윤명준,9 김영웅,6 (3-2),중견수 플라이 아웃,무사 8:6,1사 8:6,0.29,0.523,-0.257,8.10%,-0.008
07월 01일, 한화,7회말,김범수,8 김영웅,5 (2-2),헛스윙 삼진,1사 2루 7:1,2사 2루 7:1,0.31,0.75,-0.377,1.30%,-0.009
06월 15일, LG,6회초,이정용,9 김영웅,1 (0-0),투수 땅볼 아웃,2사 3:1,이닝종료 3:1,0.33,0.099,-0.099,25.50%,-0.009
04월 30일, KT,2회초,엄상백,7 김영웅,1 (0-0),중견수 플라이 아웃,2사 0:0,이닝종료 0:0,0.42,0.099,-0.099,55.10%,-0.011
10월 04일, 한화,9회말,박상원,9 김영웅,6 (3-2),헛스윙 삼진,무사 11:7,1사 11:7,0.44,0.523,-0.257,0.70%,-0.011
06월 20일, 키움,2회말,최원태,9 김영웅,6 (3-2),헛스윙 삼진,1사 0:2,2사 0:2,0.45,0.266,-0.167,72.30%,-0.011
05월 14일, LG,2회말,플럿코,8 김영웅,4 (1-2),좌익수 플라이 아웃,무사 0:3,1사 0:3,0.46,0.523,-0.257,81.30%,-0.012
09월 27일, 한화,5회초,페냐,9 김영웅,3 (1-1),1루수 땅볼 아웃,2사 0:2,이닝종료 0:2,0.47,0.099,-0.099,81.50%,-0.012
04월 27일, 두산,8회말,정철원,7 김영웅,2 (1-0),유격수 땅볼 아웃,무사 6:7,1사 6:7,0.53,0.523,-0.257,85.50%,-0.014
06월 08일, NC,8회말,임정호,7 김영웅,5 (1-2),루킹 삼진,무사 1루 6:1,1사 1루 6:1,0.65,0.94,-0.41,2.10%,-0.015
05월 21일, NC,5회초,이재학,8 김영웅,3 (0-2),헛스윙 삼진,2사 0:0,이닝종료 0:0,0.57,0.099,-0.099,56.60%,-0.015
05월 14일, LG,3회말,플럿코,8 김영웅,3 (1-1),좌익수 플라이 아웃,"2사 1,2루 1:5",이닝종료 1:5,0.56,0.484,-0.484,88.00%,-0.015
04월 28일, KT,2회초,슐서,7 김영웅,3 (0-2),중견수 플라이 아웃,1사 1:0,2사 1:0,0.59,0.266,-0.167,43.00%,-0.015
06월 15일, LG,4회초,임찬규,9 김영웅,2 (1-0),중견수 플라이 아웃,1사 1루 3:0,2사 1루 3:0,0.66,0.53,-0.315,19.70%,-0.016
04월 27일, 두산,4회말,김동주,7 김영웅,5 (2-2),헛스윙 삼진,1사 5:2,2사 5:2,0.65,0.266,-0.167,17.00%,-0.016
10월 06일, KT,6회초,김영현,8 김영웅,3 (1-1),1루수 땅볼 아웃,2사 2루 4:1,이닝종료 4:1,0.61,0.373,-0.373,15.80%,-0.017
06월 17일, KT,3회초,쿠에바스,9 김영웅,5 (2-2),유격수 땅볼 아웃,1사 0:1,2사 0:1,0.73,0.266,-0.167,65.90%,-0.018
06월 17일, KT,9회초,김재윤,9 김영웅,4 (2-1),좌익수 플라이 아웃,무사 3:6,1사 3:6,0.75,0.523,-0.257,98.60%,-0.019
07월 01일, 한화,5회말,산체스,8 김영웅,7 (3-2),2루수 땅볼 아웃,무사 5:1,1사 5:1,0.76,0.523,-0.257,9.90%,-0.019
06월 14일, LG,3회초,이상영,9 김영웅,1 (0-0),투수 희생번트 아웃,무사 1루 0:0,1사 2루 0:0,1.63,0.94,-0.19,47.90%,-0.019
05월 26일, KT,3회말,배제성,9 김영웅,5 (2-2),헛스윙 삼진,무사 0:1,1사 0:1,0.8,0.523,-0.257,65.00%,-0.021
09월 19일, KT,6회초,고영표,8 김영웅,4 (1-2),낫아웃 삼진,2사 1루 1:4,이닝종료 1:4,0.73,0.215,-0.215,91.40%,-0.021
06월 18일, KT,2회초,엄상백,9 김영웅,1 (0-0),3루수 땅볼 아웃,2사 1루 1:0,이닝종료 1:0,0.76,0.215,-0.215,44.00%,-0.021
09월 17일, 롯데,7회말,진승현,9 김영웅,5 (2-2),루킹 삼진,1사 1루 7:3,2사 1루 7:3,0.89,0.53,-0.315,4.90%,-0.022
05월 16일, KIA,6회말,최지민,8 김영웅,1 (0-0),3루수 플라이 아웃,2사 1루 1:2,이닝종료 1:2,0.79,0.215,-0.215,69.60%,-0.022
04월 26일, 두산,6회말,알칸타라,7 김영웅,6 (2-2),2루수 땅볼 아웃,2사 1루 0:1,이닝종료 0:1,0.79,0.215,-0.215,69.60%,-0.022
05월 13일, LG,3회말,켈리,9 김영웅,1 (0-0),중견수 플라이 아웃,무사 4:1,1사 4:1,0.91,0.523,-0.257,20.80%,-0.023
04월 28일, KT,9회초,김재윤,7 김영웅,4 (2-1),포수 희생번트 아웃,무사 1루 8:8,1사 2루 8:8,3.44,0.94,-0.19,44.20%,-0.024
