Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
03월 26일, 삼성,3회말,백정현,1 박해민,4 (1-2),유격수 땅볼 아웃,1사 0:1,2사 0:1,0.59,0.272,-0.168,63.50%,-0.015
04월 23일, 삼성,7회초,이승민,8 박해민,4 (1-2),루킹 삼진,무사 3:7,1사 3:7,0.59,0.54,-0.265,95.80%,-0.015
04월 17일, 롯데,4회말,이인복,8 박해민,3 (1-1),2루수 땅볼 아웃,1사 2:3,2사 2:3,0.61,0.297,-0.179,65.10%,-0.015
05월 26일, NC,1회말,카스타노,2 박해민,7 (2-2),1루수 땅볼 아웃,1사 0:0,2사 0:0,0.62,0.295,-0.177,51.00%,-0.015
04월 09일, KIA,1회초,네일,2 박해민,5 (1-2),우익수 플라이 아웃,1사 0:0,2사 0:0,0.62,0.287,-0.172,53.80%,-0.016
04월 13일, 두산,1회초,이영하,2 박해민,3 (0-2),루킹 삼진,1사 0:0,2사 0:0,0.62,0.294,-0.176,53.80%,-0.016
04월 30일, NC,1회초,이재학,2 박해민,3 (1-1),중견수 플라이 아웃,1사 0:0,2사 0:0,0.62,0.281,-0.17,53.80%,-0.016
04월 21일, SSG,1회초,김광현,2 박해민,4 (1-2),헛스윙 삼진,1사 0:0,2사 0:0,0.62,0.275,-0.168,53.80%,-0.016
05월 21일, 한화,1회초,문동주,2 박해민,1 (0-0),우익수 플라이 아웃,1사 0:0,2사 0:0,0.62,0.293,-0.175,53.80%,-0.016
05월 29일, SSG,4회초,송영진,9 박해민,10 (3-2),유격수 땅볼 아웃,1사 3:2,2사 3:2,0.67,0.298,-0.179,41.40%,-0.016
04월 26일, KIA,8회말,장현식,2 박해민,6 (2-2),중견수 플라이 아웃,1사 1루 6:7,2사 1루 6:7,0.7,0.541,-0.315,85.20%,-0.017
04월 21일, SSG,3회초,김광현,2 박해민,4 (1-2),헛스윙 삼진,1사 2:4,2사 2:4,0.67,0.275,-0.168,75.70%,-0.017
05월 31일, 두산,5회초,브랜든,8 박해민,4 (1-2),중견수 플라이 아웃,무사 3:1,1사 3:1,0.69,0.569,-0.271,26.30%,-0.018
05월 19일, KT,5회초,손동현,2 박해민,1 (0-0),좌익수 플라이 아웃,무사 3:1,1사 3:1,0.69,0.562,-0.27,26.30%,-0.018
05월 17일, KT,5회초,원상현,2 박해민,4 (0-2),중견수 플라이 아웃,무사 3:1,1사 3:1,0.69,0.559,-0.268,26.30%,-0.018
04월 23일, 삼성,5회초,레예스,8 박해민,6 (2-2),헛스윙 삼진,무사 2:0,1사 2:0,0.69,0.54,-0.265,26.30%,-0.018
04월 13일, 두산,3회초,이영하,2 박해민,4 (1-2),2루수 땅볼 아웃,1사 0:0,2사 0:0,0.72,0.294,-0.176,54.30%,-0.018
03월 29일, 키움,3회초,후라도,1 박해민,2 (0-1),2루수 땅볼 아웃,1사 0:0,2사 0:0,0.72,0.275,-0.168,54.30%,-0.018
04월 18일, 롯데,3회말,박세웅,8 박해민,4 (1-2),좌익수 플라이 아웃,1사 2:0,2사 2:0,0.73,0.274,-0.167,27.90%,-0.018
05월 03일, 두산,5회말,이병헌,2 박해민,2 (1-0),좌익수 플라이 아웃,무사 5:1,1사 5:1,0.76,0.552,-0.269,9.90%,-0.019
05월 31일, 두산,6회초,브랜든,8 박해민,6 (2-2),2루수 땅볼 아웃,2사 3루 4:1,이닝종료 4:1,0.72,0.423,-0.423,15.80%,-0.02
04월 27일, KIA,3회말,황동하,1 박해민,4 (2-1),3루수 파울플라이 아웃,무사 1:2,1사 1:2,0.8,0.541,-0.264,65.00%,-0.021
06월 02일, 두산,1회초,김유성,7 박해민,2 (0-1),중견수 플라이 아웃,2사 2루 3:0,이닝종료 3:0,0.73,0.396,-0.396,26.20%,-0.021
04월 18일, 롯데,5회말,박세웅,8 박해민,2 (0-1),2루수 땅볼 아웃,1사 2:2,2사 2:2,0.87,0.274,-0.167,51.50%,-0.022
03월 24일, 한화,1회말,페냐,1 박해민,6 (2-2),헛스윙 삼진,무사 0:0,1사 0:0,0.87,0.529,-0.258,52.60%,-0.022
03월 28일, 삼성,1회말,이승민,1 박해민,6 (2-2),중견수 플라이 아웃,무사 0:0,1사 0:0,0.87,0.536,-0.26,52.60%,-0.022
04월 02일, NC,1회말,하트,1 박해민,5 (2-2),헛스윙 삼진,무사 0:0,1사 0:0,0.87,0.546,-0.266,52.60%,-0.022
03월 23일, 한화,1회말,류현진,1 박해민,5 (1-2),유격수 땅볼 아웃,무사 0:0,1사 0:0,0.87,0.529,-0.258,52.60%,-0.022
04월 03일, NC,1회말,이재학,1 박해민,1 (0-0),중견수 플라이 아웃,무사 0:0,1사 0:0,0.87,0.529,-0.258,52.60%,-0.022
05월 14일, 키움,1회말,김인범,1 박해민,3 (1-1),2루수 땅볼 아웃,무사 0:0,1사 0:0,0.87,0.556,-0.268,52.60%,-0.022
03월 30일, 키움,1회초,하영민,1 박해민,4 (0-2),좌익수 플라이 아웃,무사 0:0,1사 0:0,0.87,0.536,-0.26,52.20%,-0.022
03월 29일, 키움,1회초,후라도,1 박해민,3 (1-1),2루수 직선타 아웃,무사 0:0,1사 0:0,0.87,0.535,-0.26,52.20%,-0.022
03월 31일, 키움,1회초,헤이수스,1 박해민,4 (1-2),헛스윙 삼진,무사 0:0,1사 0:0,0.87,0.54,-0.265,52.20%,-0.022
05월 10일, 롯데,1회초,박세웅,1 박해민,1 (0-0),우익수 플라이 아웃,무사 0:0,1사 0:0,0.87,0.553,-0.269,52.20%,-0.022
05월 02일, NC,1회초,하트,1 박해민,6 (1-2),좌익수 플라이 아웃,무사 0:0,1사 0:0,0.87,0.55,-0.267,52.20%,-0.022
05월 01일, NC,1회초,카스타노,1 박해민,1 (0-0),1루수 번트 플라이 아웃,무사 0:0,1사 0:0,0.87,0.549,-0.267,52.20%,-0.022
04월 14일, 두산,8회초,최지강,8 박해민,9 (3-2),루킹 삼진,무사 4:7,1사 4:7,0.88,0.564,-0.269,95.30%,-0.022
04월 12일, 두산,8회초,이병헌,2 박해민,4 (1-2),헛스윙 삼진,무사 2:1,1사 2:1,0.9,0.562,-0.269,27.50%,-0.023
04월 05일, KT,1회말,원상현,1 박해민,5 (1-2),루킹 삼진,무사 1:0,1사 1:0,0.92,0.551,-0.268,42.20%,-0.024
05월 11일, 롯데,5회초,윌커슨,2 박해민,3 (1-1),투수 번트 땅볼 아웃,무사 1:0,1사 1:0,0.94,0.554,-0.269,38.30%,-0.024
04월 21일, SSG,6회초,이로운,7 박해민,3 (1-1),3루수 희생번트 아웃,무사 2루 3:4,1사 3루 3:4,2.04,1.266,-0.264,58.90%,-0.025
03월 27일, 삼성,3회말,원태인,1 박해민,3 (0-2),헛스윙 삼진,무사 1:1,1사 1:1,0.99,0.535,-0.26,53.00%,-0.025
05월 11일, 롯데,3회초,윌커슨,2 박해민,1 (0-0),3루수 땅볼 아웃,무사 0:0,1사 0:0,0.99,0.554,-0.269,52.50%,-0.025
04월 12일, 두산,6회초,곽빈,2 박해민,1 (0-0),우익수 플라이 아웃,1사 0:1,2사 0:1,1.04,0.293,-0.175,72.50%,-0.026
04월 28일, KIA,5회말,크로우,1 박해민,4 (2-1),2루수 땅볼 아웃,무사 2루 5:2,1사 3루 5:2,1.55,1.289,-0.308,22.70%,-0.026
05월 14일, 키움,3회말,김인범,1 박해민,7 (3-2),1루수 땅볼 아웃,2사 1루 2:0,이닝종료 2:0,0.92,0.233,-0.233,26.70%,-0.026
05월 03일, 두산,3회말,김유성,2 박해민,8 (3-2),좌익수 플라이 아웃,무사 3:1,1사 3:1,1.05,0.552,-0.269,29.70%,-0.027
03월 26일, 삼성,5회말,백정현,1 박해민,4 (2-1),1루수 땅볼 아웃,1사 2루 0:1,2사 3루 0:1,1.18,0.768,-0.372,70.10%,-0.028
04월 17일, 롯데,2회말,이인복,8 박해민,3 (0-2),중견수 희생플라이 아웃,"무사 1,3루 2:1",1사 1루 2:2,1.86,1.881,-0.325,55.30%,-0.029
05월 17일, KT,2회초,원상현,2 박해민,5 (2-2),헛스윙 삼진,2사 3루 2:0,이닝종료 2:0,1.07,0.437,-0.437,33.70%,-0.03
03월 23일, 한화,2회말,류현진,1 박해민,3 (1-1),좌익수 플라이 아웃,"2사 1,2루 0:2",이닝종료 0:2,1.17,0.491,-0.491,71.50%,-0.03
04월 03일, NC,2회말,이재학,1 박해민,5 (1-2),헛스윙 삼진,1사 3루 0:3,2사 3루 0:3,0.76,0.983,-0.592,81.90%,-0.032
04월 14일, 두산,6회초,박정수,8 박해민,3 (1-1),중견수 플라이 아웃,1사 2루 2:5,2사 3루 2:5,1.26,0.789,-0.356,88.40%,-0.033
04월 06일, KT,1회말,벤자민,2 박해민,1 (0-0),선행주자아웃 출루,무사 1루 0:0,1사 1루 0:0,1.42,0.947,-0.416,55.00%,-0.033
05월 18일, KT,1회초,주권,2 박해민,5 (2-2),좌익수 플라이 아웃,무사 1루 0:0,1사 1루 0:0,1.44,0.977,-0.428,49.80%,-0.033
04월 25일, 삼성,1회초,이호성,2 박해민,5 (2-2),헛스윙 삼진,무사 1루 0:0,1사 1루 0:0,1.44,0.96,-0.423,49.80%,-0.033
05월 28일, SSG,1회초,김광현,2 박해민,7 (2-2),선행주자아웃 출루,무사 1루 0:0,1사 1루 0:0,1.44,0.986,-0.435,49.80%,-0.033
04월 10일, KIA,1회초,이의리,2 박해민,5 (2-2),헛스윙 삼진,무사 1루 0:0,1사 1루 0:0,1.44,0.951,-0.416,49.80%,-0.033
06월 01일, 두산,10회초,홍건희,8 박해민,5 (1-2),루킹 삼진,2사 5:5,이닝종료 5:5,1.32,0.119,-0.119,63.70%,-0.034
04월 19일, SSG,2회초,박종훈,7 박해민,6 (2-2),헛스윙 삼진,2사 2루 0:1,이닝종료 0:1,1.21,0.383,-0.383,65.80%,-0.034
05월 02일, NC,8회초,김영규,1 박해민,3 (0-2),헛스윙 삼진,1사 4:4,2사 4:4,1.39,0.283,-0.171,58.20%,-0.035
04월 05일, KT,8회말,조이현,1 박해민,4 (1-2),헛스윙 삼진,1사 7:7,2사 7:7,1.39,0.283,-0.17,52.60%,-0.035
04월 14일, 두산,4회초,김동주,8 박해민,5 (1-2),루킹 삼진,무사 1루 2:5,1사 1루 2:5,1.51,0.986,-0.435,81.50%,-0.035
05월 14일, 키움,6회말,조상우,1 박해민,3 (0-2),중견수 플라이 아웃,무사 2:0,1사 2:0,1.38,0.556,-0.268,22.00%,-0.035
04월 04일, NC,6회말,김재열,1 박해민,2 (1-0),1루수 땅볼 아웃,무사 7:5,1사 7:5,1.38,0.529,-0.258,22.00%,-0.035
04월 04일, NC,10회말,이용찬,1 박해민,6 (3-2),좌익수 플라이 아웃,2사 7:7,이닝종료 7:7,1.38,0.104,-0.104,50.00%,-0.035
05월 04일, 두산,1회말,최준호,2 박해민,4 (2-1),중견수 플라이 아웃,무사 1루 2:0,1사 1루 2:0,1.54,0.973,-0.425,35.10%,-0.035
04월 12일, 두산,3회초,곽빈,2 박해민,4 (2-1),1루수 땅볼 아웃,2사 2루 0:0,이닝종료 0:0,1.3,0.4,-0.4,55.50%,-0.037
03월 29일, 키움,7회초,조상우,1 박해민,4 (2-1),우익수 플라이 아웃,"1사 1,2루 1:0","2사 1,3루 1:0",2.05,0.971,-0.412,30.40%,-0.038
05월 11일, 롯데,7회초,임준섭,2 박해민,,1루주자 박해민 : 2루도루실패,무사 1루 2:0,1사 2:0,0.94,0.979,-0.694,19.60%,-0.038
04월 06일, KT,3회말,벤자민,2 박해민,7 (2-2),루킹 삼진,2사 2루 1:0,이닝종료 1:0,1.39,0.38,-0.38,37.50%,-0.039
04월 02일, NC,6회말,김재열,1 박해민,6 (3-2),루킹 삼진,무사 5:4,1사 5:4,1.57,0.546,-0.266,35.20%,-0.04
05월 01일, NC,3회초,카스타노,1 박해민,1 (0-0),2루수 플라이 아웃,2사 3루 0:0,이닝종료 0:0,1.52,0.426,-0.426,55.50%,-0.042
04월 06일, KT,8회말,조이현,2 박해민,2 (0-1),2루수 땅볼 아웃,무사 4:2,1사 4:2,1.71,0.529,-0.258,11.90%,-0.043
04월 02일, NC,8회말,임정호,1 박해민,5 (2-2),유격수 플라이 아웃,무사 7:5,1사 7:5,1.71,0.546,-0.266,11.90%,-0.043
05월 12일, 롯데,7회초,진해수,1 박해민,2 (0-1),2루수 직선타 아웃,무사 3:4,1사 3:4,1.73,0.555,-0.268,73.90%,-0.044
04월 05일, KT,2회말,원상현,1 박해민,4 (1-2),루킹 삼진,"무사 2,3루 2:3","1사 2,3루 2:3",1.18,2.265,-0.652,73.40%,-0.044
05월 10일, 롯데,3회초,박세웅,1 박해민,,1루주자 박해민 : 2루도루실패,무사 1루 2:0,1사 2:0,1.11,0.977,-0.694,30.20%,-0.045
04월 04일, NC,8회말,임정호,1 박해민,5 (2-2),헛스윙 삼진,무사 7:7,1사 7:7,1.81,0.529,-0.258,56.10%,-0.046
05월 04일, 두산,9회말,홍건희,2 박해민,3 (0-2),2루수 땅볼 아웃,2사 3:2,이닝종료 3:2,1.81,0.113,-0.113,0.00%,-0.047
05월 07일, SSG,3회말,송영진,2 박해민,7 (3-2),헛스윙 삼진,"2사 1,2루 0:0",이닝종료 0:0,1.86,0.505,-0.505,50.00%,-0.048
03월 31일, 키움,4회초,헤이수스,1 박해민,3 (0-2),1루주자 박해민 : 2루도루실패,무사 1루 0:2,2사 0:2,1.38,0.536,-0.429,77.80%,-0.048
04월 04일, NC,3회말,최성영,1 박해민,6 (3-2),2루수 땅볼 아웃,"2사 1,2루 7:5",이닝종료 7:5,1.93,0.491,-0.491,26.70%,-0.05
03월 31일, 키움,6회초,헤이수스,1 박해민,8 (2-2),좌익수 플라이 아웃,"1사 1,2루 0:3","2사 1,2루 0:3",2.22,0.971,-0.488,87.10%,-0.051
05월 16일, 키움,4회말,후라도,2 박해민,2 (0-1),선행주자아웃 출루,"1사 1,2루 6:4","2사 1,3루 6:4",2.59,1.001,-0.425,30.70%,-0.051
04월 10일, KIA,9회초,정해영,2 박해민,3 (0-2),루킹 삼진,1사 4:5,2사 4:5,2.12,0.275,-0.168,96.40%,-0.053
04월 06일, KT,6회말,벤자민,2 박해민,2 (0-1),유격수 직선타 아웃,무사 1루 3:1,1사 1루 3:1,2.36,0.947,-0.416,26.00%,-0.054
04월 25일, 삼성,4회초,최성훈,2 박해민,7 (3-2),루킹 삼진,2사 만루 2:0,이닝종료 2:0,2.2,0.919,-0.919,30.60%,-0.056
04월 28일, KIA,8회말,곽도규,1 박해민,4 (1-2),좌익수 플라이 아웃,1사 1루 9:7,2사 1루 9:7,2.34,0.541,-0.315,11.60%,-0.056
04월 27일, KIA,1회말,황동하,1 박해민,,1루주자 박해민 : 투수 1루 견제아웃,무사 1루 0:0,1사 0:0,1.42,0.956,-0.679,52.60%,-0.057
05월 16일, 키움,6회말,조상우,2 박해민,4 (1-2),우익수 희생플라이 아웃,"무사 1,3루 6:4",1사 1루 6:5,2.95,1.951,-0.402,39.70%,-0.058
04월 13일, 두산,4회초,김호준,2 박해민,6 (3-2),우익수 플라이 아웃,"1사 1,2루 1:2","2사 1,2루 1:2",2.54,0.992,-0.484,63.30%,-0.058
04월 21일, SSG,7회초,조병현,7 박해민,3 (1-1),중견수 플라이 아웃,2사 2루 4:4,이닝종료 4:4,2.19,0.383,-0.383,58.80%,-0.062
05월 12일, 롯데,2회초,홍민기,1 박해민,5 (3-1),2루수 땅볼 아웃,"2사 2,3루 1:2",이닝종료 1:2,2.15,0.615,-0.615,65.80%,-0.064
04월 21일, SSG,9회초,문승원,7 박해민,4 (1-2),헛스윙 삼진,2사 1루 5:5,이닝종료 5:5,2.32,0.225,-0.225,63.70%,-0.065
05월 22일, 한화,5회초,김범수,3 박해민,3 (1-1),3루주자 박해민 : 포수 3루 견제아웃,"2사 1,3루 3:3",이닝종료 3:3,2.42,0.572,-0.572,56.60%,-0.067
06월 01일, 두산,8회초,김택연,8 박해민,4 (2-1),중견수 플라이 아웃,1사 1루 4:5,2사 1루 4:5,2.9,0.552,-0.309,81.10%,-0.069
03월 27일, 삼성,11회말,이상민,1 박해민,2 (1-0),좌익수 플라이 아웃,1사 1루 2:2,2사 1루 2:2,2.92,0.537,-0.309,56.40%,-0.071
05월 07일, SSG,1회말,송영진,2 박해민,4 (2-1),2루수 병살타 아웃,무사 1루 0:0,2사 0:0,1.42,0.984,-0.866,51.00%,-0.073
05월 02일, NC,10회초,이용찬,1 박해민,5 (2-2),1루수 땅볼 아웃,1사 2루 4:4,2사 3루 4:4,3.27,0.778,-0.355,51.70%,-0.075
04월 11일, KIA,5회초,크로우,2 박해민,6 (3-2),2루수 땅볼 아웃,"2사 2,3루 2:4",이닝종료 2:4,2.54,0.628,-0.628,81.50%,-0.076
05월 22일, 한화,6회초,장시환,3 박해민,3 (1-1),1루수 땅볼 출루,"1사 1,3루 5:4","2사 1,2루 5:4",2.06,1.253,-0.747,34.50%,-0.082
06월 01일, 두산,2회초,알칸타라,8 박해민,3 (2-0),1루수 파울플라이 아웃,"1사 2,3루 1:2","2사 2,3루 1:2",1.72,1.617,-1.004,59.40%,-0.083
05월 07일, SSG,7회말,노경은,2 박해민,5 (2-2),헛스윙 삼진,1사 3루 4:2,2사 3루 4:2,2.1,1.018,-0.583,18.90%,-0.086
03월 27일, 삼성,6회말,최성훈,1 박해민,10 (2-2),루킹 삼진,"2사 2,3루 2:2",이닝종료 2:2,2.96,0.645,-0.645,50.00%,-0.087
03월 27일, 삼성,8회말,임창민,1 박해민,5 (2-2),1루수 땅볼 아웃,"2사 1,2루 2:2",이닝종료 2:2,3.47,0.49,-0.49,50.00%,-0.089
05월 22일, 한화,8회초,이민우,3 박해민,6 (2-2),2루수 땅볼 아웃,2사 3루 5:5,이닝종료 5:5,3.26,0.432,-0.432,60.70%,-0.089
03월 24일, 한화,7회말,김범수,1 박해민,8 (3-2),루킹 삼진,"2사 1,2루 3:2",이닝종료 3:2,3.66,0.491,-0.491,25.20%,-0.094
05월 04일, 두산,7회말,김택연,2 박해민,5 (2-2),좌익수 플라이 아웃,"1사 1,2루 3:2","2사 1,2루 3:2",4.13,0.999,-0.503,34.60%,-0.094
04월 06일, KT,9회말,박영현,2 박해민,2 (1-0),선행주자아웃 출루,"무사 1,2루 4:4","1사 1,2루 4:4",3.26,1.611,-0.638,70.80%,-0.108
05월 03일, 두산,8회말,홍건희,2 박해민,3 (1-1),좌익수 플라이 아웃,2사 3루 5:4,이닝종료 5:4,4.08,0.431,-0.431,16.20%,-0.112
03월 26일, 삼성,7회말,임창민,1 박해민,2 (0-1),2루수 병살타 아웃,1사 1루 3:2,이닝종료 3:2,2.58,0.534,-0.534,25.20%,-0.113
08월 31일, 두산,10회말,이영하,9 박해민,3 (0-2),좌익수 방면 1루타,"2사 1,2루 2:2",이닝종료 2:3,4.37,0.484,-0.484,100.00%,0.388
09월 02일, 한화,8회말,장시환,9 박해민,1 (0-0),우익수 뒤 홈런,"무사 1,3루 3:0",무사 3:3,3.33,1.809,1.713,60.70%,0.352
10월 04일, 롯데,9회초,김원중,2 박해민,4 (1-2),우익수 방면 1루타,무사 1루 5:6,"무사 1,3루 5:6",4.61,0.94,0.869,44.80%,0.275
04월 27일, SSG,4회말,김광현,9 박해민,4 (2-1),우익수 뒤 홈런,2사 1루 2:1,2사 2:3,1.09,0.215,1.884,65.10%,0.261
05월 21일, 한화,6회말,페냐,8 박해민,4 (2-1),좌익수 방면 1루타,2사 만루 0:1,"2사 1,2루 0:3",2.57,0.944,1.54,91.10%,0.151
08월 02일, 키움,7회말,안우진,8 박해민,5 (3-1),우익수 방면 3루타,무사 만루 0:0,무사 3루 0:3,2.42,2.393,2.201,96.80%,0.143
08월 15일, 삼성,9회초,오승환,9 박해민,1 (0-0),우익수 방면 1루타,무사 2루 4:6,"무사 1,3루 4:6",2.66,1.249,0.561,69.70%,0.141
05월 14일, 삼성,7회초,김태훈,2 박해민,7 (3-2),1루수 방면 내야 안타,"무사 2,3루 3:5","무사 1,3루 4:5",2.82,2.057,0.752,45.40%,0.137
06월 21일, NC,8회초,김시훈,8 박해민,6 (2-2),우익수 방면 1루타,1사 3루 2:3,1사 1루 3:3,3.39,0.979,0.551,49.80%,0.135
04월 28일, KIA,2회말,양현종,9 박해민,4 (2-1),우익수 방면 1루타,2사 만루 2:0,이닝종료 2:2,3.22,0.944,-0.944,50.00%,0.134
10월 02일, KT,3회초,주권,2 박해민,5 (2-2),좌익수 방면 1루타,"2사 1,2루 0:0","2사 2,3루 1:0",1.87,0.484,1.15,37.70%,0.13
11월 13일, KT,3회말,고영표,2 박해민,4 (1-2),우익수 방면 2루타,"1사 2,3루 0:0",1사 2루 0:2,1.68,1.578,1.172,78.10%,0.13
09월 10일, KIA,6회초,장현식,8 박해민,5 (3-1),중견수 방면 2루타,1사 2루 5:7,1사 2루 6:7,1.71,0.75,1,63.30%,0.128
04월 18일, NC,3회말,이용준,9 박해민,6 (2-2),우익수 방면 2루타,무사 1루 1:0,"무사 2,3루 1:0",1.79,0.94,1.117,60.50%,0.127
04월 25일, SSG,3회말,문승원,9 박해민,1 (0-0),우익수 뒤 홈런,2사 0:0,2사 0:1,0.47,0.099,1,63.50%,0.123
09월 30일, 두산,3회초,김동주,2 박해민,4 (1-2),우익수 뒤 홈런,2사 0:0,2사 1:0,0.46,0.099,1,42.30%,0.12
06월 21일, NC,10회초,전사민,8 박해민,1 (0-0),투수 방면 번트 내야 안타,무사 1루 3:3,"무사 1,2루 3:3",3.44,0.94,0.683,30.20%,0.117
06월 18일, 두산,1회말,장원준,2 박해민,1 (0-0),2루수 희생번트 포구실책 출루,무사 1루 0:0,무사 2루 0:1,1.42,0.94,1.309,69.90%,0.116
05월 27일, KIA,2회초,양현종,9 박해민,4 (1-2),중견수 방면 1루타,"2사 1,3루 0:1","2사 2,3루 1:1",1.9,0.536,1.098,49.00%,0.115
06월 09일, 한화,9회초,박상원,8 박해민,3 (1-1),사구,무사 4:5,무사 1루 4:5,2.87,0.523,0.417,72.30%,0.115
04월 13일, 롯데,6회초,윤명준,9 박해민,2 (0-1),우익수 방면 2루타,2사 3루 4:6,2사 2루 5:6,1.62,0.387,0.986,68.90%,0.114
04월 13일, 롯데,3회초,한현희,9 박해민,3 (2-0),우익수 뒤 홈런,무사 0:0,무사 1:0,0.99,0.523,1,38.60%,0.114
04월 23일, 한화,8회초,강재민,9 박해민,4 (3-0),4구,"1사 1,2루 4:4",1사 만루 4:4,3.79,0.977,0.688,32.00%,0.111
10월 15일, 두산,4회말,박치국,1 박해민,4 (1-2),좌익수 방면 1루타,2사 만루 1:3,"2사 1,2루 1:5",1.89,0.944,1.54,91.30%,0.11
07월 01일, KIA,3회말,김건국,8 박해민,1 (0-0),중견수 방면 3루타,무사 0:0,무사 3루 0:0,0.99,0.523,1.072,65.90%,0.104
07월 30일, 두산,3회초,브랜든,8 박해민,6 (1-2),좌익수 방면 1루타,2사 만루 4:0,2사 8:0,1.18,0.944,3.155,2.60%,0.103
06월 03일, NC,2회말,페디,9 박해민,3 (1-1),좌익수 방면 1루타,"2사 1,2루 2:0","2사 1,2루 2:1",1.8,0.484,1,43.40%,0.103
05월 03일, NC,2회초,구창모,9 박해민,6 (3-2),4구,2사 만루 0:1,2사 만루 1:1,3.15,0.944,1,47.50%,0.103
10월 10일, 롯데,5회말,이인복,1 박해민,1 (0-0),우중간 홈런,"무사 1,2루 0:2",무사 0:5,1.05,1.623,1.899,96.20%,0.093
09월 29일, 두산,1회초,최원준,2 박해민,4 (1-2),좌익수 방면 2루타,무사 2루 0:0,무사 2루 1:0,1.22,1.249,1,34.80%,0.093
06월 28일, SSG,8회초,노경은,8 박해민,4 (1-2),좌익수 방면 2루타,무사 4:6,무사 2루 4:6,1.45,0.523,0.726,77.60%,0.091
08월 18일, SSG,7회초,문승원,9 박해민,6 (2-2),우익수 방면 1루타,"무사 1,2루 0:4","무사 1,2루 1:4",1.84,1.623,1,78.20%,0.085
06월 07일, 키움,10회초,김성진,2 박해민,7 (2-2),중견수 방면 1루타,무사 3:3,무사 1루 3:3,2.32,0.523,0.417,41.80%,0.082
05월 14일, 삼성,3회초,뷰캐넌,2 박해민,4 (1-2),중견수 방면 2루타,2사 2루 0:3,2사 2루 1:3,0.96,0.373,1,73.40%,0.081
07월 29일, 두산,9회초,정철원,8 박해민,1 (0-0),2루수 방면 1루타,1사 2루 4:6,"1사 1,3루 4:6",2.1,0.75,0.508,82.50%,0.081
09월 03일, 한화,8회말,주현상,9 박해민,2 (0-1),좌익수 방면 1루타,무사 5:3,무사 1루 5:3,1.71,0.523,0.417,24.10%,0.078
09월 27일, KT,5회말,손동현,2 박해민,2 (0-1),우익수 방면 1루타,"2사 1,2루 0:2","2사 1,3루 0:3",1.08,0.484,1.052,88.70%,0.077
04월 02일, KT,3회초,소형준,9 박해민,3 (2-0),우익수 방면 1루타,1사 만루 5:2,"1사 1,3루 7:2",1.42,1.665,1.593,7.10%,0.076
04월 09일, 삼성,10회말,이승현,9 박해민,6 (1-2),2루수 방면 내야 안타,무사 2:2,무사 1루 2:2,2.26,0.523,0.417,71.10%,0.074
09월 10일, KIA,3회초,김건국,8 박해민,5 (3-1),우익수 방면 1루타,무사 1루 0:4,"무사 1,3루 0:4",1.18,0.94,0.869,76.10%,0.072
07월 06일, KT,8회말,김민수,8 박해민,,1루주자 박해민 : 2루 도루,무사 1루 7:7,무사 2루 7:7,2.68,0.94,0.309,74.00%,0.07
07월 27일, KT,8회초,이상동,8 박해민,2 (0-1),2루수 포구실책 출루,무사 6:6,무사 1루 6:6,1.85,0.523,0.417,43.20%,0.068
05월 19일, 한화,3회말,문동주,9 박해민,5 (2-2),좌익수 방면 1루타,무사 1루 1:0,"무사 1,2루 1:0",1.79,0.94,0.683,54.60%,0.068
07월 26일, KT,8회초,박영현,8 박해민,3 (0-2),중견수 방면 1루타,무사 1:3,무사 1루 1:3,1.45,0.523,0.417,79.90%,0.067
07월 06일, KT,8회말,김민수,8 박해민,2 (0-1),중견수 방면 1루타,무사 7:7,무사 1루 7:7,1.81,0.523,0.417,67.10%,0.064
05월 20일, 한화,6회말,김기중,9 박해민,6 (2-2),좌익수 방면 1루타,무사 1:0,무사 1루 1:0,1.57,0.523,0.417,45.60%,0.063
10월 01일, 두산,3회초,알칸타라,2 박해민,2 (0-1),중견수 방면 1루타,1사 1루 1:0,"1사 1,3루 1:0",1.14,0.53,0.728,32.10%,0.063
06월 16일, 두산,8회말,정철원,2 박해민,5 (2-2),2루수 방면 내야 안타,무사 3루 4:5,무사 1루 4:6,0.8,0.94,1,94.90%,0.061
09월 09일, KIA,7회초,이준영,9 박해민,6 (3-2),4구,1사 1루 3:5,"1사 1,2루 3:5",1.8,0.53,0.447,75.30%,0.061
08월 15일, 삼성,7회초,이재익,9 박해민,5 (0-2),우익수 방면 1루타,1사 1루 2:4,"1사 1,2루 2:4",1.8,0.53,0.447,75.30%,0.061
09월 30일, 두산,6회초,김동주,2 박해민,6 (1-2),2루수 포구실책 출루,무사 1:2,무사 1루 1:2,1.45,0.523,0.417,60.30%,0.06
06월 22일, NC,12회초,전사민,2 박해민,4 (1-2),좌익수 방면 1루타,1사 3:3,1사 1루 3:3,1.8,0.266,0.264,50.00%,0.06
08월 27일, NC,6회초,최성영,9 박해민,2 (0-1),우익수 방면 2루타,무사 1:4,무사 2루 1:4,0.92,0.523,0.726,80.70%,0.059
05월 24일, SSG,7회초,최민준,1 박해민,8 (3-2),2루수 방면 내야 안타,무사 3:5,무사 1루 3:5,1.34,0.523,0.417,76.00%,0.059
07월 12일, 한화,8회말,문동주,8 박해민,5 (3-1),4구,1사 2루 2:0,"1사 1,2루 2:0",2.38,0.75,0.227,25.10%,0.059
