Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
04월 23일, 한화,5회초,정우람,9 박해민,4 (1-2),중견수 방면 2루타,무사 1:4,무사 2루 1:4,0.9,0.523,0.726,78.20%,0.059
10월 04일, 롯데,9회초,김원중,2 박해민,,1루주자 박해민 : 2루 도루,"무사 1,3루 5:6","무사 2,3루 5:6",4.42,1.809,0.248,39.00%,0.058
11월 13일, KT,5회말,고영표,2 박해민,1 (0-0),우익수 방면 1루타,무사 1루 1:3,"무사 1,3루 1:3",0.89,0.94,0.869,89.30%,0.056
10월 06일, KIA,7회말,임기영,2 박해민,2 (0-1),1루수 방면 번트 내야 안타,"1사 1,3루 0:1","1사 1,2루 0:2",1.61,1.258,0.719,90.50%,0.056
08월 11일, 키움,5회말,장재영,9 박해민,7 (3-2),유격수 야수선택으로 출루,1사 3루 0:1,1사 1루 0:2,1.42,0.979,0.551,81.60%,0.056
05월 18일, KT,5회말,고영표,2 박해민,3 (1-1),좌익수 방면 1루타,무사 3:2,무사 1루 3:2,1.36,0.523,0.417,46.70%,0.055
04월 09일, 삼성,5회말,수아레즈,9 박해민,2 (1-0),중견수 방면 1루타,1사 1루 2:1,"1사 1,2루 2:1",1.81,0.53,0.447,47.00%,0.054
08월 31일, 두산,7회말,김명신,9 박해민,2 (0-1),우익수 방면 1루타,1사 1:0,1사 1루 1:0,1.41,0.266,0.264,36.50%,0.054
07월 05일, KT,3회말,벤자민,9 박해민,5 (2-2),투수 송구실책 출루,무사 1루 4:0,"무사 1,2루 4:0",1.32,0.94,0.683,24.50%,0.054
09월 07일, KT,3회초,고영표,9 박해민,6 (1-2),2루수 방면 내야 안타,1사 2루 0:2,"1사 1,3루 0:2",1.35,0.75,0.508,64.40%,0.053
06월 21일, NC,6회초,김영규,8 박해민,2 (1-0),좌익수 방면 1루타,무사 1:3,무사 1루 1:3,1.23,0.523,0.417,73.00%,0.053
06월 18일, 두산,2회말,장원준,2 박해민,1 (0-0),우익수 방면 1루타,"1사 2,3루 1:3","1사 1,3루 1:4",1.04,1.578,0.68,86.00%,0.05
04월 19일, NC,7회말,김진호,9 박해민,6 (2-2),우익수 방면 1루타,무사 5:2,무사 1루 5:2,1.07,0.523,0.417,17.30%,0.049
04월 30일, KIA,9회말,정해영,9 박해민,4 (1-2),좌익수 방면 1루타,무사 1루 12:8,"무사 1,2루 12:8",0.93,0.94,0.683,8.60%,0.047
05월 30일, 롯데,5회말,한현희,8 박해민,7 (3-2),4구,무사 1:1,무사 1루 1:1,1.17,0.523,0.417,61.20%,0.046
07월 21일, SSG,7회말,고효준,2 박해민,5 (1-2),좌익수 방면 1루타,1사 6:4,1사 1루 6:4,1.06,0.266,0.264,22.20%,0.046
08월 03일, 키움,5회말,후라도,8 박해민,2 (0-1),좌익수 방면 1루타,1사 1루 4:1,"1사 1,2루 4:1",1.35,0.53,0.447,23.60%,0.046
05월 27일, KIA,9회초,정해영,9 박해민,2 (0-1),좌익수 방면 1루타,1사 1루 3:6,"1사 1,2루 3:6",0.95,0.53,0.447,91.90%,0.046
06월 28일, SSG,6회초,임준섭,8 박해민,5 (2-2),중견수 방면 1루타,"1사 1,2루 1:6","1사 1,2루 2:6",1.04,0.977,1,88.90%,0.045
05월 27일, KIA,7회초,양현종,9 박해민,5 (3-1),4구,1사 1루 3:6,"1사 1,2루 3:6",1.22,0.53,0.447,84.90%,0.045
04월 07일, 삼성,1회말,양창섭,9 박해민,2 (0-1),중견수 방면 1루타,"2사 1,2루 0:4","2사 1,2루 0:5",0.66,0.484,1,90.70%,0.044
04월 20일, NC,5회말,하준영,9 박해민,1 (0-0),좌익수 방면 1루타,2사 3루 1:4,2사 1루 1:5,0.61,0.387,0.828,92.70%,0.044
08월 19일, SSG,3회초,김광현,9 박해민,4 (3-0),4구,무사 0:1,무사 1루 0:1,1.03,0.523,0.417,57.10%,0.043
07월 27일, KT,3회초,쿠에바스,8 박해민,4 (2-1),중견수 방면 1루타,무사 0:1,무사 1루 0:1,1.03,0.523,0.417,57.10%,0.043
08월 27일, NC,8회초,임정호,9 박해민,4 (2-1),1루수 방면 번트 내야 안타,무사 2:5,무사 1루 2:5,0.88,0.523,0.417,88.90%,0.042
09월 15일, 한화,3회초,페냐,9 박해민,5 (2-2),1루수 포구실책 출루,무사 1:3,무사 1루 1:3,0.97,0.523,0.417,67.40%,0.041
04월 09일, 삼성,7회말,수아레즈,9 박해민,4 (1-2),중견수 방면 1루타,1사 2:2,1사 1루 2:2,1.15,0.266,0.264,59.00%,0.04
09월 29일, 두산,3회초,최원준,2 박해민,5 (3-1),4구,무사 2:2,무사 1루 2:2,0.99,0.523,0.417,46.00%,0.04
08월 26일, NC,3회초,태너,9 박해민,7 (3-2),2루수 방면 내야 안타,무사 0:0,무사 1루 0:0,0.99,0.523,0.417,46.00%,0.04
08월 18일, SSG,3회초,맥카티,9 박해민,2 (0-1),중견수 방면 1루타,무사 0:0,무사 1루 0:0,0.99,0.523,0.417,46.00%,0.04
11월 10일, KT,3회초,벤자민,2 박해민,6 (3-2),4구,1사 1루 0:0,"1사 1,2루 0:0",1.33,0.53,0.447,45.70%,0.04
06월 11일, 한화,2회초,김기중,9 박해민,5 (3-1),4구,무사 4:5,무사 1루 4:5,0.97,0.523,0.417,56.60%,0.04
09월 16일, SSG,6회말,고효준,9 박해민,6 (3-2),4구,"2사 1,3루 4:3",2사 만루 4:3,3.21,0.536,0.408,43.30%,0.04
08월 19일, SSG,3회초,김광현,9 박해민,,1루주자 홍창기 : 2루 이중도루,"무사 1,2루 0:1","무사 2,3루 0:1",2.29,1.623,0.186,46.50%,0.04
06월 21일, NC,2회초,신민혁,8 박해민,4 (1-2),우익수 방면 1루타,1사 1루 0:0,"1사 1,2루 0:0",1.23,0.53,0.447,46.00%,0.038
06월 03일, NC,6회말,김영규,9 박해민,6 (1-2),중견수 방면 1루타,"2사 1,3루 7:2","2사 1,2루 7:3",0.82,0.536,0.948,9.00%,0.037
04월 21일, 한화,7회초,한승혁,9 박해민,6 (3-2),4구,"1사 1,2루 2:0",1사 만루 2:0,1.25,0.977,0.688,12.00%,0.037
05월 03일, NC,5회초,구창모,9 박해민,3 (1-1),1루수 방면 번트 내야 안타,무사 2:1,무사 1루 2:1,0.94,0.523,0.417,32.20%,0.037
10월 02일, KT,5회초,하준호,2 박해민,6 (3-2),4구,1사 1루 3:2,"1사 1,2루 3:2",1.25,0.53,0.447,32.10%,0.037
04월 29일, KIA,7회말,김대유,9 박해민,2 (1-0),우익수 방면 1루타,무사 1루 5:0,"무사 1,2루 5:0",0.81,0.94,0.683,9.20%,0.036
05월 30일, 롯데,5회말,한현희,8 박해민,,1루주자 박해민 : 2루 도루,무사 1루 1:1,무사 2루 1:1,1.88,0.94,0.309,64.80%,0.036
09월 15일, 한화,3회초,페냐,9 박해민,5 (3-1),타자주자 1루 진루,무사 2루 1:3,"무사 1,3루 1:3",2.28,1.623,0.186,57.40%,0.036
10월 13일, NC,1회초,태너,1 박해민,3 (0-2),중견수 방면 1루타,무사 0:0,무사 1루 0:0,0.87,0.523,0.417,46.50%,0.036
05월 16일, KT,1회말,벤자민,1 박해민,3 (1-1),3루수 방면 내야 안타,무사 0:0,무사 1루 0:0,0.87,0.523,0.417,58.30%,0.035
05월 26일, KIA,3회초,메디나,9 박해민,5 (3-1),4구,무사 1:0,무사 1루 1:0,0.87,0.523,0.417,35.20%,0.034
06월 20일, NC,7회초,임정호,2 박해민,4 (2-1),중견수 방면 1루타,1사 2루 3:7,"1사 1,3루 3:7",0.78,0.75,0.508,90.10%,0.034
04월 25일, SSG,5회말,문승원,9 박해민,5 (3-1),4구,1사 2루 3:1,"1사 1,2루 3:1",1.73,0.75,0.227,34.10%,0.034
11월 08일, KT,3회말,쿠에바스,2 박해민,3 (1-1),투수 방면 내야 안타,1사 1루 4:0,"1사 1,2루 4:0",0.99,0.53,0.447,19.50%,0.033
05월 28일, KIA,2회초,앤더슨,8 박해민,6 (3-2),4구,무사 1:0,무사 1루 1:0,0.82,0.523,0.417,36.20%,0.033
10월 06일, KIA,4회말,황동하,2 박해민,7 (2-2),중견수 방면 1루타,무사 0:1,무사 1루 0:1,0.83,0.523,0.417,72.00%,0.033
06월 30일, KIA,6회말,장현식,8 박해민,6 (3-2),4구,2사 1루 4:2,"2사 1,2루 4:2",1.22,0.215,0.269,24.70%,0.032
05월 18일, KT,5회말,고영표,2 박해민,1 (0-0),우익수 방면 1루타,"2사 1,2루 3:7","2사 2,3루 3:8",0.41,0.484,1.15,96.30%,0.032
07월 26일, KT,12회초,손동현,8 박해민,5 (3-1),4구,2사 3:3,2사 1루 3:3,1.32,0.099,0.116,57.30%,0.031
04월 30일, KIA,8회말,전상현,9 박해민,2 (0-1),유격수 방면 1루타,1사 8:5,1사 1루 8:5,0.65,0.266,0.264,8.80%,0.031
08월 04일, 삼성,5회초,뷰캐넌,9 박해민,2 (1-0),우익수 방면 2루타,2사 2:2,2사 2루 2:2,0.57,0.099,0.274,52.10%,0.031
07월 01일, KIA,9회말,최지민,8 박해민,6 (3-2),4구,2사 5:3,2사 1루 5:3,0.56,0.099,0.116,4.50%,0.03
05월 28일, KIA,2회초,앤더슨,8 박해민,,1루주자 박해민 : 2루 도루,무사 1루 1:0,무사 3루 1:0,1.13,1.249,0.346,30.90%,0.03
06월 13일, 삼성,5회말,최채흥,9 박해민,8 (3-2),4구,1사 2루 1:0,"1사 1,2루 1:0",1.89,0.75,0.227,47.00%,0.03
09월 10일, KIA,5회초,김건국,8 박해민,3 (0-2),중견수 방면 1루타,무사 3:7,무사 1루 3:7,0.66,0.523,0.417,87.00%,0.03
08월 27일, NC,3회초,최성영,9 박해민,3 (1-1),좌익수 방면 1루타,1사 0:1,1사 1루 0:1,0.73,0.266,0.264,61.10%,0.029
10월 02일, KT,7회초,김영현,2 박해민,3 (1-1),우익수 방면 2루타,1사 4:2,1사 2루 4:2,0.45,0.266,0.484,16.70%,0.029
06월 15일, 삼성,5회말,황동재,9 박해민,3 (1-1),우익수 방면 2루타,2사 3:1,2사 2루 3:1,0.53,0.099,0.274,26.00%,0.029
04월 14일, 두산,4회말,알칸타라,9 박해민,1 (0-0),3루수 방면 번트 내야 안타,"무사 1,2루 1:4",무사 만루 1:4,0.76,1.623,0.77,93.10%,0.029
06월 16일, 두산,6회말,이영하,2 박해민,6 (3-2),4구,2사 1루 4:4,"2사 1,2루 4:4",1.27,0.215,0.269,56.40%,0.029
04월 11일, 롯데,4회초,반즈,9 박해민,1 (0-0),투수 희생번트 아웃,"1사 1,3루 2:2",2사 2루 3:2,2.25,1.258,0.115,39.10%,0.028
05월 16일, KT,1회말,벤자민,1 박해민,6 (3-2),1루주자 문성주 : 2루 이중도루,"무사 1,2루 0:0","1사 2,3루 0:0",1.91,0.977,0.281,61.30%,0.028
04월 19일, NC,4회말,페디,9 박해민,5 (3-1),4구,1사 5:2,1사 1루 5:2,0.65,0.266,0.264,21.40%,0.028
04월 15일, 두산,3회말,곽빈,9 박해민,3 (1-1),좌익수 방면 1루타,1사 0:0,1사 1루 0:0,0.72,0.266,0.264,55.70%,0.028
06월 24일, 롯데,2회말,반즈,8 박해민,3 (1-1),중견수 방면 1루타,2사 1루 0:0,"2사 1,3루 0:0",0.84,0.215,0.321,55.10%,0.027
07월 27일, KT,3회초,쿠에바스,8 박해민,,1루주자 박해민 : 2루 도루,무사 1루 0:1,무사 2루 0:1,1.73,0.94,0.309,54.40%,0.027
06월 21일, NC,6회초,김영규,8 박해민,,1루주자 박해민 : 2루 도루,무사 1루 1:3,무사 2루 1:3,2.13,0.94,0.309,70.30%,0.027
05월 12일, 삼성,7회초,백정현,2 박해민,6 (2-2),좌익수 방면 1루타,무사 0:4,무사 1루 0:4,0.59,0.523,0.417,91.60%,0.027
08월 09일, KIA,5회초,이의리,9 박해민,7 (2-2),유격수 방면 내야 안타,무사 2:0,무사 1루 2:0,0.69,0.523,0.417,21.80%,0.027
04월 21일, 한화,5회초,페냐,9 박해민,4 (1-2),좌익수 방면 1루타,1사 1루 2:0,"1사 1,2루 2:0",0.92,0.53,0.447,21.70%,0.026
11월 07일, KT,1회말,고영표,2 박해민,5 (1-2),우익수 방면 1루타,1사 1:0,1사 1루 1:0,0.65,0.266,0.264,44.80%,0.026
05월 17일, KT,1회말,슐서,2 박해민,1 (0-0),유격수 방면 번트 내야 안타,1사 1:0,1사 1루 1:0,0.65,0.266,0.264,44.80%,0.026
06월 04일, NC,8회말,김영규,1 박해민,1 (0-0),좌익수 방면 1루타,2사 3:1,2사 1루 3:1,0.63,0.099,0.116,11.60%,0.026
08월 19일, SSG,8회초,임준섭,9 박해민,6 (3-2),우익수 방면 1루타,"1사 1,3루 5:2","1사 1,3루 6:2",0.56,1.258,1,2.40%,0.025
11월 11일, KT,1회초,엄상백,2 박해민,4 (1-2),우익수 방면 1루타,1사 0:0,1사 1루 0:0,0.62,0.266,0.264,49.80%,0.024
10월 09일, 롯데,1회말,심재민,2 박해민,2 (0-1),좌익수 방면 1루타,1사 0:0,1사 1루 0:0,0.62,0.266,0.264,55.00%,0.024
09월 07일, KT,3회초,고영표,9 박해민,,1루주자 박해민 : 2루 도루,"1사 1,3루 0:2","1사 2,3루 0:2",2.04,1.258,0.32,61.90%,0.024
07월 29일, 두산,5회초,김동주,8 박해민,4 (2-1),사구,1사 2루 0:0,"1사 1,2루 0:0",1.66,0.75,0.227,45.00%,0.024
10월 02일, KT,9회초,이상동,2 박해민,9 (3-2),4구,무사 5:4,무사 1루 5:4,0.66,0.523,0.417,13.80%,0.024
09월 21일, SSG,9회초,엘리아스,9 박해민,1 (0-0),중견수 방면 1루타,무사 2:1,무사 1루 2:1,0.66,0.523,0.417,13.80%,0.024
06월 22일, NC,3회초,이재학,2 박해민,5 (3-1),4구,1사 0:3,1사 1루 0:3,0.58,0.266,0.264,79.60%,0.024
09월 15일, 한화,3회초,페냐,9 박해민,,1루주자 박해민 : 2루 도루,무사 1루 1:3,무사 2루 1:3,1.66,0.94,0.309,65.10%,0.024
05월 28일, KIA,2회초,앤더슨,8 박해민,,1루주자 박해민 : 2루 도루,무사 1루 1:0,무사 3루 1:0,1.33,0.94,0.309,33.80%,0.024
04월 26일, SSG,2회말,송영진,9 박해민,2 (0-1),우익수 방면 1루타,2사 1루 0:1,"2사 1,3루 0:1",0.73,0.215,0.321,65.80%,0.023
09월 21일, SSG,9회초,엘리아스,9 박해민,,1루주자 박해민 : 2루 도루,무사 1루 2:1,무사 2루 2:1,0.99,0.94,0.309,11.50%,0.023
11월 08일, KT,7회말,손동현,2 박해민,6 (3-2),4구,2사 4:2,2사 1루 4:2,0.62,0.099,0.116,17.30%,0.023
08월 03일, 키움,7회말,후라도,8 박해민,3 (1-1),2루수 방면 번트 내야 안타,2사 4:2,2사 1루 4:2,0.62,0.099,0.116,17.30%,0.023
04월 27일, SSG,6회말,임준섭,9 박해민,4 (1-2),좌익수 방면 1루타,1사 3:4,1사 1루 3:4,0.62,0.266,0.264,74.40%,0.023
11월 13일, KT,3회말,고영표,2 박해민,,2루주자 박해민 : 3루 도루,1사 2루 0:2,1사 3루 0:2,0.85,0.75,0.229,80.30%,0.022
07월 01일, KIA,4회말,김기훈,8 박해민,7 (3-2),4구,2사 1루 5:2,"2사 1,2루 5:2",0.81,0.215,0.269,20.50%,0.022
07월 06일, KT,6회말,이상동,8 박해민,6 (2-2),중견수 방면 2루타,2사 7:4,2사 2루 7:4,0.39,0.099,0.274,13.60%,0.022
07월 05일, KT,5회말,벤자민,9 박해민,1 (0-0),1루수 방면 번트 내야 안타,1사 6:2,1사 1루 6:2,0.5,0.266,0.264,12.00%,0.022
07월 21일, SSG,7회말,고효준,2 박해민,,1루주자 박해민 : 폭투로 2루 진루,1사 1루 6:4,1사 2루 6:4,2.07,0.53,0.22,24.40%,0.022
06월 20일, NC,5회초,하준영,2 박해민,5 (3-1),4구,2사 1루 2:5,"2사 1,2루 2:5",0.74,0.215,0.269,84.50%,0.021
06월 13일, 삼성,7회말,김대우,9 박해민,5 (3-1),4구,2사 1:1,2사 1루 1:1,0.81,0.099,0.116,54.20%,0.021
11월 08일, KT,1회말,쿠에바스,2 박해민,2 (0-1),중견수 방면 1루타,1사 4:0,1사 1루 4:0,0.48,0.266,0.264,19.40%,0.02
05월 28일, KIA,4회초,앤더슨,8 박해민,3 (1-1),좌익수 방면 1루타,무사 3:0,무사 1루 3:0,0.5,0.523,0.417,16.30%,0.02
09월 08일, KIA,5회초,윤영철,9 박해민,5 (3-1),4구,1사 2:0,1사 1루 2:0,0.51,0.266,0.264,24.40%,0.019
08월 15일, 삼성,5회초,원태인,9 박해민,5 (1-2),2루수 방면 내야 안타,1사 2:0,1사 1루 2:0,0.51,0.266,0.264,24.40%,0.019
10월 04일, 롯데,5회초,이인복,2 박해민,7 (2-2),우익수 방면 1루타,2사 2:3,2사 1루 2:3,0.57,0.099,0.116,67.80%,0.018
04월 27일, SSG,6회말,임준섭,9 박해민,,1루주자 박해민 : 2루 도루,1사 1루 3:4,1사 2루 3:4,1.09,0.53,0.22,76.20%,0.018
11월 07일, KT,2회말,고영표,2 박해민,1 (0-0),사구,2사 1루 1:2,"2사 1,2루 1:2",0.73,0.215,0.269,65.20%,0.017
05월 27일, KIA,7회초,최지민,9 박해민,,1루주자 홍창기 : 포일로 2루 진루,"2사 1,2루 3:6","2사 2,3루 3:6",1.65,0.484,0.15,88.40%,0.017
09월 03일, 한화,5회말,김범수,9 박해민,,1루주자 박해민 : 폭투로 2루 진루,"2사 1,3루 5:3","2사 2,3루 5:3",2.45,0.536,0.098,30.10%,0.016
10월 09일, 롯데,1회말,심재민,2 박해민,,1루주자 박해민 : 2루 도루,1사 1루 0:0,1사 2루 0:0,1.16,0.53,0.22,56.60%,0.016
05월 26일, KIA,3회초,메디나,9 박해민,,1루주자 오지환 : 폭투로 2루 진루,"2사 1,2루 1:0","2사 2,3루 1:0",1.62,0.484,0.15,37.70%,0.015
09월 27일, KT,8회말,조이현,9 박해민,2 (1-0),우익수 방면 1루타,2사 2루 0:3,2사 1루 0:4,0.17,0.373,0.842,98.70%,0.015
05월 31일, 롯데,5회말,박세웅,8 박해민,4 (3-0),4구,2사 2루 2:1,"2사 1,2루 2:1",1.77,0.373,0.111,40.30%,0.015
05월 07일, 두산,2회초,곽빈,9 박해민,3 (0-2),우익수 방면 1루타,1사 3:0,1사 1루 3:0,0.39,0.266,0.264,21.70%,0.015
05월 17일, KT,3회말,슐서,2 박해민,2 (0-1),중견수 방면 1루타,2사 2:0,2사 1루 2:0,0.46,0.099,0.116,29.30%,0.015
05월 17일, KT,6회말,주권,2 박해민,2 (0-1),좌익수 방면 2루타,1사 2:5,1사 2루 2:5,0.22,0.266,0.484,92.10%,0.015
08월 15일, 삼성,5회초,원태인,9 박해민,,1루주자 박해민 : 보크로 2루 진루,1사 1루 2:0,1사 2루 2:0,0.92,0.53,0.22,23.00%,0.014
04월 27일, SSG,2회말,김광현,9 박해민,7 (3-2),우익수 방면 1루타,2사 2:1,2사 1루 2:1,0.46,0.099,0.116,41.10%,0.014
06월 11일, 한화,7회초,강재민,9 박해민,5 (3-1),4구,무사 10:7,무사 1루 10:7,0.35,0.523,0.417,9.00%,0.014
07월 28일, 두산,4회초,알칸타라,8 박해민,4 (1-2),좌익수 방면 1루타,무사 5:1,무사 1루 5:1,0.35,0.523,0.417,10.60%,0.013
08월 12일, 키움,2회말,맥키니,9 박해민,5 (3-1),4구,2사 1:1,2사 1루 1:1,0.43,0.099,0.116,52.40%,0.013
07월 08일, 롯데,7회초,정성종,8 박해민,3 (1-1),중견수 방면 1루타,"1사 1,2루 8:3","1사 1,2루 9:3",0.22,0.977,1,1.40%,0.013
05월 23일, SSG,5회초,오원석,2 박해민,2 (0-1),우익수 방면 1루타,무사 5:1,무사 1루 5:1,0.31,0.523,0.417,8.80%,0.012
09월 16일, SSG,5회말,오원석,9 박해민,1 (0-0),좌익수 방면 1루타,2사 0:1,2사 1루 0:1,0.42,0.099,0.116,68.50%,0.012
08월 11일, 키움,5회말,장재영,9 박해민,,1루주자 박해민 : 2루 도루,1사 1루 0:2,1사 2루 0:2,0.75,0.53,0.22,82.80%,0.012
09월 22일, NC,6회말,하준영,9 박해민,5 (3-1),4구,2사 2루 4:4,"2사 1,2루 4:4",1.88,0.373,0.111,56.40%,0.011
09월 16일, SSG,5회말,오원석,9 박해민,,1루주자 박해민 : 2루 도루,2사 1루 0:1,2사 2루 0:1,0.8,0.215,0.158,69.60%,0.011
05월 23일, SSG,5회초,오원석,2 박해민,,1루주자 박해민 : 2루 도루,무사 1루 5:1,무사 2루 5:1,0.48,0.94,0.309,7.80%,0.01
11월 11일, KT,7회초,김영현,2 박해민,7 (3-2),좌익수 방면 2루타,1사 5:1,1사 2루 5:1,0.14,0.266,0.484,5.20%,0.01
10월 02일, KT,9회초,이상동,2 박해민,,1루주자 박해민 : 2루 도루,2사 1루 5:4,2사 2루 5:4,0.64,0.215,0.158,17.20%,0.01
05월 26일, KIA,7회초,김유신,9 박해민,6 (3-2),4구,1사 4:1,1사 1루 4:1,0.27,0.266,0.264,10.30%,0.01
09월 05일, KT,2회초,쿠에바스,9 박해민,6 (2-2),중견수 방면 1루타,2사 2:0,2사 1루 2:0,0.33,0.099,0.116,31.90%,0.01
06월 08일, 키움,5회초,최원태,8 박해민,1 (0-0),우익수 방면 1루타,1사 1루 0:7,"1사 1,2루 0:7",0.24,0.53,0.447,97.00%,0.009
07월 08일, 롯데,6회초,김진욱,8 박해민,,1루주자 박해민 : 2루 도루,"2사 1,3루 4:3","2사 2,3루 4:3",2,0.536,0.098,32.80%,0.009
08월 01일, 키움,4회말,맥키니,8 박해민,7 (3-2),4구,2사 1:3,2사 1루 1:3,0.3,0.099,0.116,77.10%,0.008
06월 02일, NC,8회말,임정호,9 박해민,2 (0-1),좌익수 방면 1루타,무사 8:2,무사 1루 8:2,0.16,0.523,0.417,1.70%,0.008
06월 06일, 키움,4회초,요키시,1 박해민,3 (0-2),좌익수 방면 1루타,2사 1루 4:0,"2사 1,2루 4:0",0.33,0.215,0.269,12.30%,0.008
06월 10일, 한화,6회초,산체스,1 박해민,8 (3-2),4구,2사 2루 0:5,"2사 1,2루 0:5",0.37,0.373,0.111,95.70%,0.007
08월 09일, KIA,8회초,김유신,9 박해민,4 (3-0),4구,2사 4:2,2사 1루 4:2,0.26,0.099,0.116,14.90%,0.007
11월 13일, KT,5회말,이상동,2 박해민,,1루주자 박해민 : 2루 도루,"무사 1,3루 1:3","무사 2,3루 1:3",0.79,1.809,0.248,90.00%,0.007
09월 06일, KT,9회초,조이현,9 박해민,3 (0-2),좌익수 방면 1루타,2사 1루 2:0,"2사 1,2루 2:0",0.29,0.215,0.269,7.60%,0.006
07월 09일, 롯데,4회초,스트레일리,8 박해민,4 (2-1),중견수 방면 1루타,2사 1:6,2사 1루 1:6,0.16,0.099,0.116,93.80%,0.006
09월 17일, SSG,8회말,임준섭,9 박해민,8 (3-2),좌익수 방면 1루타,2사 2루 3:7,이닝종료 3:8,0.08,0.373,-0.373,99.40%,0.006
09월 01일, 한화,6회말,이충호,9 박해민,3 (1-1),좌익수 방면 1루타,1사 1루 0:4,"1사 1,2루 0:4",0.22,0.53,0.447,95.90%,0.006
08월 06일, 삼성,8회초,김태훈,8 박해민,,2루주자 박해민 : 3루 도루,1사 2루 5:1,1사 3루 5:1,0.19,0.75,0.229,2.60%,0.006
07월 27일, KT,3회초,쿠에바스,8 박해민,8 (0-2),우익수 방면 1루타,2사 1루 6:1,"2사 1,2루 6:1",0.24,0.215,0.269,9.30%,0.006
04월 14일, 두산,5회말,김명신,9 박해민,3 (0-2),좌익수 방면 2루타,2사 1루 1:8,이닝종료 1:9,0.04,0.215,-0.215,99.30%,0.005
04월 02일, KT,3회초,조이현,9 박해민,,1루주자 박해민 : 2루 도루,"1사 1,3루 7:2","1사 2,3루 7:2",0.55,1.258,0.32,6.60%,0.005
08월 02일, 키움,8회말,주승우,8 박해민,5 (2-2),좌익수 방면 1루타,"1사 2,3루 0:4",1사 2루 0:6,0.08,1.578,1.172,99.80%,0.005
08월 06일, 삼성,8회초,김태훈,8 박해민,3 (0-2),중견수 방면 1루타,무사 5:1,무사 1루 5:1,0.13,0.523,0.417,3.00%,0.005
05월 25일, SSG,8회초,문승원,8 박해민,1 (0-0),우익수 방면 1루타,무사 7:3,무사 1루 7:3,0.13,0.523,0.417,3.00%,0.005
09월 17일, SSG,5회말,이로운,8 박해민,1 (0-0),우익수 방면 1루타,무사 2:7,무사 1루 2:7,0.13,0.523,0.417,96.70%,0.005
05월 26일, KIA,7회초,김유신,9 박해민,,1루주자 박해민 : 2루 도루,2사 1루 4:1,2사 2루 4:1,0.34,0.215,0.158,10.90%,0.005
08월 16일, 삼성,9회초,김서준,9 박해민,3 (2-0),중견수 방면 1루타,1사 1루 6:3,"1사 1,2루 6:3",0.18,0.53,0.447,2.80%,0.005
04월 02일, KT,4회초,박세진,9 박해민,5 (3-1),4구,"2사 2,3루 9:5",2사 만루 9:5,0.77,0.634,0.31,11.20%,0.005
08월 01일, 키움,6회말,장재영,8 박해민,5 (3-1),4구,2사 2루 2:4,"2사 1,2루 2:4",0.73,0.373,0.111,84.40%,0.004
07월 28일, 두산,6회초,알칸타라,8 박해민,3 (1-1),중견수 방면 1루타,1사 6:1,1사 1루 6:1,0.12,0.266,0.264,4.50%,0.004
05월 23일, SSG,7회초,임준섭,2 박해민,4 (1-2),좌익수 방면 1루타,무사 6:1,무사 1루 6:1,0.1,0.523,0.417,2.60%,0.004
07월 28일, 두산,8회초,김강률,8 박해민,6 (3-2),4구,1사 6:2,1사 1루 6:2,0.1,0.266,0.264,3.40%,0.004
09월 07일, KT,6회초,고영표,9 박해민,7 (3-2),4구,2사 2루 6:3,"2사 1,2루 6:3",0.61,0.373,0.111,13.70%,0.004
06월 17일, 두산,9회말,홍건희,2 박해민,2 (1-0),우익수 방면 1루타,2사 1루 7:2,"2사 1,2루 7:2",0.05,0.215,0.269,0.50%,0.003
09월 27일, KT,5회말,손동현,2 박해민,,1루주자 박해민 : 2루 도루,"2사 1,3루 0:3","2사 2,3루 0:3",0.75,0.536,0.098,89.00%,0.003
10월 15일, 두산,7회말,박신지,1 박해민,5 (3-1),4구,1사 1:5,1사 1루 1:5,0.08,0.266,0.264,97.20%,0.003
08월 12일, 키움,6회말,김동혁,9 박해민,,1루주자 박해민 : 2루 도루,"2사 1,3루 2:5","2사 2,3루 2:5",0.62,0.536,0.098,91.60%,0.002
04월 06일, 키움,9회초,김성진,9 박해민,2 (1-0),1루수 희생번트 아웃,"1사 2,3루 4:0",2사 3루 5:0,0.11,1.578,-0.191,0.60%,0.002
05월 28일, KIA,5회초,김대유,8 박해민,2 (0-1),좌익수 방면 1루타,1사 7:0,1사 1루 7:0,0.06,0.266,0.264,2.10%,0.002
04월 22일, 한화,9회초,김범수,9 박해민,4 (0-2),좌익수 방면 1루타,2사 3:0,2사 1루 3:0,0.07,0.099,0.116,3.70%,0.002
09월 08일, KIA,7회초,김유신,9 박해민,6 (2-2),중견수 방면 1루타,2사 만루 9:1,2사 만루 10:1,0.05,0.944,1,0.20%,0.002
04월 20일, NC,7회말,김태현,9 박해민,2 (0-1),우익수 방면 1루타,2사 1루 2:7,"2사 1,2루 2:7",0.05,0.215,0.269,98.60%,0.001
06월 27일, SSG,6회초,이기순,8 박해민,4 (2-1),좌익수 방면 1루타,무사 8:0,무사 1루 8:0,0.02,0.523,0.417,0.60%,0.001
09월 27일, KT,8회말,조이현,9 박해민,,1루주자 박해민 : 2루 도루,2사 1루 0:4,2사 2루 0:4,0.05,0.215,0.158,98.80%,0.001
