Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
06월 28일, 키움,2회말,안우진,4 나성범,7 (3-2),4구,무사 0:0,무사 1루 0:0,0.92,0.523,0.417,58.80%,0.037
07월 12일, 삼성,5회말,원태인,3 나성범,2 (1-0),2루수 방면 내야 안타,"2사 1,2루 2:2",2사 만루 2:2,2.23,0.484,0.46,59.40%,0.037
09월 02일, SSG,7회초,고효준,3 나성범,4 (1-2),좌익수 방면 1루타,1사 1루 4:3,"1사 1,2루 4:3",1.29,0.53,0.447,26.60%,0.037
09월 07일, 두산,6회초,김명신,3 나성범,6 (3-2),4구,1사 2루 0:2,"1사 1,2루 0:2",1.71,0.75,0.227,72.40%,0.036
08월 03일, 삼성,3회초,원태인,3 나성범,5 (3-1),4구,무사 1:4,무사 1루 1:4,0.84,0.523,0.417,76.30%,0.036
09월 06일, 두산,1회초,곽빈,3 나성범,7 (3-2),4구,1사 1루 0:0,"1사 1,2루 0:0",1.15,0.53,0.447,46.20%,0.036
09월 02일, SSG,1회초,문승원,3 나성범,6 (3-2),4구,1사 1루 0:0,"1사 1,2루 0:0",1.15,0.53,0.447,46.20%,0.036
08월 03일, 삼성,1회초,원태인,3 나성범,1 (0-0),중견수 방면 1루타,1사 1루 0:0,"1사 1,2루 0:0",1.15,0.53,0.447,46.20%,0.036
09월 17일, 두산,1회말,알칸타라,3 나성범,5 (2-2),좌익수 방면 1루타,1사 1루 0:0,"1사 1,2루 0:0",1.16,0.53,0.447,58.50%,0.035
08월 31일, NC,4회말,신민혁,3 나성범,2 (0-1),우중간 홈런,무사 3:7,무사 3:8,0.26,0.523,1,94.90%,0.034
09월 08일, LG,4회말,김윤식,3 나성범,2 (1-0),좌익수 방면 1루타,1사 2:0,1사 1루 2:0,0.8,0.266,0.264,31.00%,0.032
09월 19일, LG,3회말,이지강,3 나성범,2 (0-1),우익수 방면 1루타,2사 1루 1:0,"2사 1,3루 1:0",0.98,0.215,0.321,43.50%,0.032
07월 30일, 롯데,6회말,구승민,3 나성범,3 (0-2),좌익수 방면 1루타,무사 0:1,무사 1루 0:1,0.83,0.523,0.417,77.40%,0.032
07월 13일, 삼성,7회말,뷰캐넌,3 나성범,5 (1-2),유격수 송구실책 출루,1사 3:0,1사 1루 3:0,0.7,0.266,0.264,12.80%,0.032
08월 19일, 삼성,4회초,최채흥,3 나성범,4 (1-2),중견수 방면 1루타,무사 0:4,무사 1루 0:4,0.67,0.523,0.417,85.10%,0.03
08월 01일, 삼성,5회초,수아레즈,3 나성범,1 (0-0),유격수 방면 1루타,2사 3루 2:7,2사 1루 3:7,0.49,0.387,0.828,91.90%,0.03
09월 02일, SSG,8회초,정성곤,3 나성범,3 (1-1),중견수 뒤 홈런,2사 1루 7:3,2사 9:3,0.13,0.215,1.884,0.90%,0.029
07월 05일, SSG,3회초,박종훈,3 나성범,2 (1-0),우익수 방면 1루타,무사 3:1,무사 1루 3:1,0.69,0.523,0.417,25.70%,0.027
08월 17일, 키움,3회말,장재영,4 나성범,4 (1-2),우익수 희생플라이 아웃,1사 3루 1:1,2사 1:2,1.58,0.979,0.12,63.50%,0.027
08월 03일, 삼성,4회초,원태인,3 나성범,6 (3-2),4구,2사 1루 3:4,"2사 1,2루 3:4",1.03,0.215,0.269,63.30%,0.026
08월 05일, 한화,7회말,김범수,4 나성범,,1루주자 김선빈 : 폭투로 2루 진루,"1사 1,2루 3:5","1사 2,3루 3:5",0.83,0.977,0.601,92.90%,0.024
09월 15일, 두산,5회말,브랜든,3 나성범,2 (1-0),좌익수 플라이 아웃,무사 1루 5:5,1사 3루 5:5,1.88,0.94,0.039,63.50%,0.022
06월 24일, KT,1회말,엄상백,3 나성범,4 (2-1),좌익수 방면 2루타,2사 0:0,2사 2루 0:0,0.4,0.099,0.274,53.20%,0.022
07월 08일, KT,1회초,고영표,3 나성범,1 (0-0),우익수 방면 2루타,2사 0:0,2사 2루 0:0,0.4,0.099,0.274,51.60%,0.022
08월 16일, 키움,4회말,박승주,4 나성범,4 (1-2),3루수 포구실책 출루,2사 3루 0:5,2사 1루 0:6,0.28,0.387,0.828,96.70%,0.02
07월 05일, SSG,4회초,임준섭,3 나성범,3 (1-1),우익수 방면 1루타,무사 1루 5:1,"무사 1,2루 5:1",0.55,0.94,0.683,8.70%,0.02
07월 28일, 롯데,1회말,박세웅,3 나성범,4 (3-0),4구,1사 2루 0:0,"1사 1,2루 0:0",1.21,0.75,0.227,58.50%,0.019
09월 07일, 두산,8회초,박치국,3 나성범,6 (3-2),4구,2사 2루 0:3,"2사 1,2루 0:3",0.75,0.373,0.111,93.30%,0.019
08월 12일, 롯데,2회초,심재민,4 나성범,5 (3-1),4구,"1사 1,2루 5:0",1사 만루 5:0,0.6,0.977,0.688,7.60%,0.018
08월 03일, 삼성,9회초,장필준,3 나성범,7 (3-2),4구,"1사 1,2루 9:7",1사 만루 9:7,0.61,0.977,0.688,4.50%,0.018
08월 01일, 삼성,8회초,장필준,3 나성범,8 (3-2),투수 방면 1루타,1사 3루 10:7,1사 1루 11:7,0.46,0.979,0.551,3.40%,0.018
08월 05일, 한화,3회말,한승혁,4 나성범,5 (3-1),4구,무사 1:4,무사 1루 1:4,0.45,0.523,0.417,86.00%,0.017
09월 07일, 두산,4회초,최원준,3 나성범,1 (0-0),우익수 방면 1루타,2사 0:1,2사 1루 0:1,0.51,0.099,0.116,65.80%,0.016
08월 22일, KT,3회초,엄상백,3 나성범,5 (3-1),4구,2사 1:2,2사 1루 1:2,0.46,0.099,0.116,64.40%,0.015
08월 05일, 한화,3회말,한승혁,4 나성범,,1루주자 나성범 : 폭투로 2루 진루,무사 1루 1:4,무사 2루 1:4,0.7,0.94,0.309,87.40%,0.014
07월 30일, 롯데,7회말,최이준,3 나성범,6 (3-2),4구,"1사 1,2루 0:3",1사 만루 0:3,0.44,0.977,0.688,96.40%,0.013
09월 09일, LG,1회말,손주영,3 나성범,7 (3-2),4구,2사 2:0,2사 1루 2:0,0.4,0.099,0.116,32.20%,0.013
08월 15일, 키움,6회말,후라도,4 나성범,3 (2-0),우중간 홈런,2사 1루 8:0,2사 8:2,0.06,0.215,1.884,1.80%,0.012
08월 31일, NC,6회말,신민혁,3 나성범,1 (0-0),중견수 방면 2루타,무사 1루 3:8,무사 2루 3:9,0.14,0.94,1.309,99.10%,0.012
08월 20일, 삼성,1회초,원태인,3 나성범,10 (3-2),좌익수 방면 1루타,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.60%,0.012
08월 19일, 삼성,1회초,최채흥,3 나성범,5 (3-1),4구,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.60%,0.012
08월 01일, 삼성,1회초,수아레즈,3 나성범,6 (3-2),우익수 방면 1루타,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.60%,0.012
07월 02일, LG,1회초,이정용,3 나성범,2 (0-1),좌익수 방면 1루타,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.60%,0.012
09월 19일, LG,1회말,이지강,3 나성범,5 (2-2),좌익수 방면 1루타,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.20%,0.012
08월 26일, 한화,1회말,페냐,3 나성범,2 (0-1),좌익수 방면 1루타,2사 0:0,2사 1루 0:0,0.4,0.099,0.116,52.20%,0.012
07월 26일, NC,4회초,송명기,3 나성범,8 (3-2),2루수 포구실책 출루,1사 2루 7:0,1사 2루 8:0,0.12,0.75,1,1.60%,0.011
08월 16일, 키움,1회말,정찬헌,4 나성범,7 (3-2),4구,"1사 2,3루 0:0",1사 만루 0:0,1.48,1.578,0.087,64.30%,0.011
08월 25일, 한화,7회말,이충호,3 나성범,2 (0-1),중견수 방면 1루타,2사 1:2,2사 1루 1:2,0.39,0.099,0.116,76.90%,0.01
07월 05일, SSG,5회초,정성곤,3 나성범,6 (3-2),3루수 야수선택으로 출루,"1사 2,3루 8:2","1사 1,3루 9:2",0.2,1.578,0.68,1.50%,0.009
09월 03일, SSG,5회초,오원석,3 나성범,6 (3-2),4구,2사 2루 5:4,"2사 1,2루 5:4",1.3,0.373,0.111,36.70%,0.009
09월 01일, SSG,7회초,이건욱,3 나성범,6 (3-2),우익수 방면 1루타,무사 2루 5:0,무사 1루 6:0,0.14,1.249,0.691,1.40%,0.009
09월 08일, LG,6회말,김윤식,3 나성범,4 (2-1),3루수 방면 내야 안타,1사 6:0,1사 1루 6:0,0.18,0.266,0.264,3.10%,0.008
09월 01일, SSG,9회초,송영진,3 나성범,3 (0-2),우중간 홈런,"무사 1,2루 6:2",무사 9:2,0.1,1.623,1.899,0.10%,0.008
07월 21일, 두산,3회말,알칸타라,3 나성범,7 (3-2),4구,2사 2루 0:1,"2사 1,2루 0:1",1.1,0.373,0.111,66.50%,0.008
06월 23일, KT,1회말,쿠에바스,5 나성범,5 (3-1),4구,2사 2루 0:1,"2사 1,2루 0:1",1,0.373,0.111,64.20%,0.008
09월 01일, SSG,5회초,엘리아스,3 나성범,5 (3-1),4구,무사 5:0,무사 1루 5:0,0.2,0.523,0.417,5.30%,0.007
07월 28일, 롯데,6회말,김진욱,3 나성범,6 (3-2),4구,2사 1루 3:6,"2사 1,2루 3:6",0.29,0.215,0.269,91.10%,0.007
09월 06일, 두산,4회초,곽빈,3 나성범,9 (3-2),우익수 방면 1루타,1사 5:0,1사 1루 5:0,0.16,0.266,0.264,7.60%,0.006
07월 26일, NC,7회초,전사민,3 나성범,,1루주자 김호령 : 폭투로 2루 진루,"무사 1,2루 8:3","무사 2,3루 8:3",0.19,1.623,0.434,1.40%,0.006
07월 29일, 롯데,7회말,최이준,3 나성범,5 (3-1),우익수 방면 1루타,1사 1:4,1사 1루 1:4,0.16,0.266,0.264,94.40%,0.006
06월 27일, 키움,6회말,정찬헌,4 나성범,1 (0-0),우익수 방면 1루타,2사 1루 8:1,"2사 1,3루 8:1",0.11,0.215,0.321,1.60%,0.004
07월 26일, NC,7회초,전사민,3 나성범,6 (3-2),4구,무사 8:3,무사 1루 8:3,0.1,0.523,0.417,2.60%,0.004
09월 18일, 두산,3회말,곽빈,3 나성범,2 (1-0),중견수 방면 1루타,2사 7:0,2사 1루 7:0,0.1,0.099,0.116,3.50%,0.004
08월 09일, LG,9회말,고우석,4 나성범,6 (3-2),좌익수 방면 1루타,2사 6:2,2사 1루 6:2,0.06,0.099,0.116,0.50%,0.004
08월 12일, 롯데,4회초,심재민,4 나성범,4 (0-2),좌익수 방면 1루타,2사 6:1,2사 1루 6:1,0.12,0.099,0.116,8.30%,0.003
08월 04일, 한화,8회말,김규연,3 나성범,3 (1-1),좌익수 방면 1루타,1사 2루 3:7,"1사 1,3루 3:7",0.07,0.75,0.508,99.20%,0.003
08월 12일, 롯데,8회초,최영환,4 나성범,1 (0-0),중견수 희생플라이 아웃,1사 만루 10:5,"2사 1,3루 11:5",0.17,1.665,-0.129,0.80%,0.003
08월 03일, 삼성,7회초,김태훈,3 나성범,5 (3-1),4구,무사 2루 9:4,"무사 1,2루 9:4",0.14,1.249,0.375,2.00%,0.002
07월 06일, SSG,7회초,고효준,3 나성범,2 (1-0),1루수 방면 내야 안타,무사 7:1,무사 1루 7:1,0.06,0.523,0.417,1.40%,0.002
08월 12일, 롯데,5회초,김도규,4 나성범,8 (3-2),4구,"2사 1,3루 8:1",2사 만루 8:1,0.14,0.536,0.408,1.90%,0.001
08월 16일, 키움,6회말,윤석원,4 나성범,3 (1-1),우익수 방면 1루타,무사 1:9,무사 1루 1:9,0.02,0.523,0.417,99.70%,0.001
06월 23일, KT,9회말,이상동,5 나성범,2 (1-0),우익수 뒤 홈런,1사 10:1,1사 10:2,0,0.266,1,0.00%,0
07월 05일, SSG,6회초,백승건,3 나성범,3 (1-1),우중간 홈런,2사 13:2,2사 14:2,0,0.099,1,0.10%,0
09월 06일, 두산,9회초,김유성,3 나성범,1 (0-0),우익수 플라이 아웃,무사 7:0,1사 7:0,0.01,0.523,-0.257,0.10%,0
08월 31일, NC,8회말,김태현,3 나성범,5 (1-2),투수 땅볼 아웃,무사 3:10,1사 3:10,0,0.523,-0.257,99.90%,0
08월 05일, 한화,8회말,한승주,4 나성범,8 (3-2),헛스윙 삼진,1사 3:9,2사 3:9,0.01,0.266,-0.167,99.80%,0
07월 08일, KT,9회초,주권,3 나성범,3 (0-2),좌익수 플라이 아웃,2사 7:0,이닝종료 7:0,0,0.099,-0.099,0.10%,0
09월 09일, LG,7회말,최동환,3 나성범,2 (1-0),2루수 플라이 아웃,1사 6:12,2사 6:12,0.01,0.266,-0.167,99.30%,0
09월 06일, 두산,6회초,박신지,3 나성범,4 (1-2),중견수 플라이 아웃,무사 7:0,1사 7:0,0.05,0.523,-0.257,1.50%,-0.001
08월 18일, 삼성,6회초,와이드너,4 나성범,4 (1-2),헛스윙 삼진,1사 2루 0:9,2사 2루 0:9,0.06,0.75,-0.377,99.70%,-0.002
08월 13일, 롯데,9회초,김원중,3 나성범,6 (2-2),1루수 땅볼 아웃,1사 1:6,2사 1:6,0.07,0.266,-0.167,100.00%,-0.002
06월 24일, KT,8회말,전용주,3 나성범,4 (2-1),2루수 땅볼 아웃,1사 1:4,2사 1:4,0.08,0.266,-0.167,96.90%,-0.002
07월 07일, KT,9회초,이선우,3 나성범,4 (1-2),루킹 삼진,2사 2루 6:2,이닝종료 6:2,0.09,0.373,-0.373,1.80%,-0.003
09월 18일, 두산,6회말,곽빈,3 나성범,6 (2-2),좌익수 플라이 아웃,무사 8:0,1사 8:0,0.1,0.523,-0.257,0.60%,-0.003
08월 17일, 키움,8회말,하영민,4 나성범,7 (3-2),좌익수 플라이 아웃,"2사 1,3루 4:8",이닝종료 4:8,0.1,0.536,-0.536,98.60%,-0.003
08월 27일, 한화,7회말,주현상,3 나성범,8 (2-2),중견수 플라이 아웃,2사 2:5,이닝종료 2:5,0.11,0.099,-0.099,93.10%,-0.003
06월 23일, KT,7회말,전용주,5 나성범,1 (0-0),1루수 땅볼 아웃,무사 8:1,1사 8:1,0.13,0.523,-0.257,0.60%,-0.003
08월 04일, 한화,6회말,정우람,3 나성범,3 (1-1),우익수 플라이 아웃,무사 3:7,1사 3:7,0.16,0.523,-0.257,94.90%,-0.004
08월 12일, 롯데,7회초,최영환,4 나성범,6 (3-2),1루수 땅볼 아웃,무사 9:5,1사 9:5,0.21,0.523,-0.257,6.20%,-0.005
08월 26일, 한화,5회말,김범수,3 나성범,2 (0-1),2루수 땅볼 아웃,무사 2:6,1사 2:6,0.22,0.523,-0.257,92.80%,-0.006
07월 01일, LG,9회초,김진성,3 나성범,3 (0-2),헛스윙 삼진,1사 5:3,2사 5:3,0.23,0.266,-0.167,8.70%,-0.006
07월 26일, NC,2회초,송명기,3 나성범,5 (2-2),선행주자아웃 출루,무사 1루 6:0,1사 1루 6:0,0.31,0.94,-0.41,6.90%,-0.007
09월 03일, SSG,9회초,이로운,3 나성범,4 (2-1),투수 땅볼 아웃,무사 8:6,1사 8:6,0.29,0.523,-0.257,8.10%,-0.008
08월 13일, 롯데,4회초,반즈,3 나성범,4 (1-2),헛스윙 삼진,1사 0:5,2사 0:5,0.31,0.266,-0.167,94.40%,-0.008
08월 02일, 삼성,7회초,이재익,3 나성범,4 (2-1),2루수 땅볼 아웃,2사 5:3,이닝종료 5:3,0.31,0.099,-0.099,21.50%,-0.008
08월 26일, 한화,7회말,남지민,3 나성범,5 (1-2),3루수 땅볼 아웃,1사 2루 3:6,2사 2루 3:6,0.29,0.75,-0.377,94.00%,-0.008
07월 27일, NC,8회초,김영규,3 나성범,4 (2-1),1루수 땅볼 아웃,2사 1루 0:4,이닝종료 0:4,0.29,0.215,-0.215,98.80%,-0.009
08월 15일, 키움,4회말,후라도,4 나성범,5 (2-2),헛스윙 삼진,1사 5:0,2사 5:0,0.36,0.266,-0.167,6.60%,-0.009
06월 27일, 키움,1회말,정찬헌,4 나성범,1 (0-0),좌익수 플라이 아웃,2사 0:1,이닝종료 0:1,0.36,0.099,-0.099,60.50%,-0.009
08월 05일, 한화,5회말,장시환,4 나성범,4 (2-1),중견수 플라이 아웃,무사 1:4,1사 1:4,0.36,0.523,-0.257,87.80%,-0.009
07월 25일, NC,3회초,신민혁,3 나성범,2 (1-0),중견수 플라이 아웃,1사 3:0,2사 3:0,0.38,0.266,-0.167,22.40%,-0.01
09월 02일, SSG,3회초,문승원,3 나성범,4 (2-1),1루수 땅볼 아웃,무사 4:0,1사 4:0,0.38,0.523,-0.257,14.70%,-0.01
07월 30일, 롯데,4회말,한현희,3 나성범,2 (1-0),2루수 땅볼 아웃,무사 2루 0:1,1사 3루 0:1,1.1,1.249,-0.27,73.60%,-0.01
09월 15일, 두산,7회말,김강률,3 나성범,2 (1-0),2루수 땅볼 아웃,2사 5:6,이닝종료 5:6,0.39,0.099,0.901,74.80%,-0.01
08월 19일, 삼성,6회초,최채흥,3 나성범,1 (0-0),유격수 땅볼 아웃,1사 1:5,2사 1:5,0.4,0.266,-0.167,94.70%,-0.01
09월 07일, 두산,1회초,최원준,3 나성범,5 (1-2),헛스윙 삼진,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,54.80%,-0.01
08월 24일, KT,1회초,고영표,3 나성범,1 (0-0),좌익수 플라이 아웃,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,54.80%,-0.01
08월 22일, KT,1회초,엄상백,3 나성범,5 (2-2),1루수 직선타 아웃,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,54.80%,-0.01
08월 13일, 롯데,1회초,반즈,3 나성범,3 (1-1),1루수 땅볼 아웃,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,54.80%,-0.01
08월 11일, 롯데,1회초,윌커슨,3 나성범,4 (2-1),포수 파울플라이 아웃,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,54.80%,-0.01
07월 07일, KT,1회초,엄상백,3 나성범,5 (1-2),중견수 플라이 아웃,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,54.80%,-0.01
07월 06일, SSG,1회초,김광현,3 나성범,4 (1-2),포수 땅볼 아웃,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,54.80%,-0.01
07월 01일, LG,1회초,플럿코,3 나성범,1 (0-0),포수 파울플라이 아웃,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,54.80%,-0.01
06월 30일, LG,1회초,켈리,3 나성범,3 (0-2),중견수 플라이 아웃,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,54.80%,-0.01
07월 30일, 롯데,1회말,한현희,3 나성범,1 (0-0),투수 땅볼 아웃,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,50.00%,-0.01
07월 29일, 롯데,1회말,이인복,3 나성범,2 (1-0),좌익수 플라이 아웃,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,50.00%,-0.01
07월 21일, 두산,1회말,알칸타라,3 나성범,6 (2-2),2루수 땅볼 아웃,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,50.00%,-0.01
07월 13일, 삼성,1회말,뷰캐넌,3 나성범,5 (2-2),헛스윙 삼진,2사 0:0,이닝종료 0:0,0.4,0.099,-0.099,50.00%,-0.01
07월 06일, SSG,3회초,김광현,3 나성범,1 (0-0),2루수 땅볼 아웃,2사 2:1,이닝종료 2:1,0.41,0.099,-0.099,43.40%,-0.011
09월 15일, 두산,1회말,브랜든,3 나성범,8 (3-2),루킹 삼진,2사 1:0,이닝종료 1:0,0.42,0.099,-0.099,39.50%,-0.011
09월 08일, LG,1회말,김윤식,3 나성범,6 (3-2),포수 파울플라이 아웃,2사 1:0,이닝종료 1:0,0.42,0.099,-0.099,39.50%,-0.011
08월 27일, 한화,1회말,문동주,3 나성범,4 (1-2),낫아웃 삼진,2사 1:0,이닝종료 1:0,0.42,0.099,-0.099,39.50%,-0.011
07월 25일, NC,7회초,김태현,3 나성범,4 (2-1),좌익수 플라이 아웃,1사 1루 3:0,2사 1루 3:0,0.47,0.53,-0.315,11.40%,-0.011
08월 20일, 삼성,9회초,오승환,3 나성범,2 (1-0),2루수 플라이 아웃,2사 4:6,이닝종료 4:6,0.44,0.099,-0.099,100.00%,-0.012
07월 28일, 롯데,8회말,심재민,3 나성범,5 (1-2),2루수 땅볼 아웃,2사 3루 4:6,이닝종료 4:6,0.42,0.387,-0.387,92.60%,-0.012
09월 02일, SSG,5회초,문승원,3 나성범,6 (3-2),헛스윙 삼진,2사 4:3,이닝종료 4:3,0.47,0.099,-0.099,41.20%,-0.012
07월 28일, 롯데,2회말,박세웅,3 나성범,3 (1-1),유격수 직선타 아웃,2사 1루 0:3,이닝종료 0:3,0.44,0.215,-0.215,79.90%,-0.012
07월 08일, KT,3회초,고영표,3 나성범,4 (1-2),2루수 땅볼 아웃,무사 1루 2:0,1사 2루 2:0,1.11,0.94,-0.19,27.00%,-0.012
08월 09일, LG,4회말,이정용,4 나성범,5 (0-2),헛스윙 삼진,2사 2:0,이닝종료 2:0,0.49,0.099,-0.099,24.50%,-0.013
08월 11일, 롯데,8회초,최준용,3 나성범,3 (1-1),2루수 직선타 아웃,무사 1:5,1사 1:5,0.49,0.523,-0.257,97.80%,-0.013
07월 06일, SSG,4회초,김광현,3 나성범,2 (0-1),2루수 플라이 아웃,"2사 1,3루 6:1",이닝종료 6:1,0.47,0.536,-0.536,8.90%,-0.013
07월 25일, NC,1회초,신민혁,3 나성범,7 (3-2),헛스윙 삼진,1사 1:0,2사 1:0,0.56,0.266,-0.167,43.60%,-0.014
08월 25일, 한화,3회말,산체스,3 나성범,3 (0-2),유격수 땅볼 아웃,1사 0:1,2사 0:1,0.59,0.266,-0.167,63.50%,-0.015
08월 16일, 키움,2회말,정찬헌,4 나성범,1 (0-0),좌익수 플라이 아웃,2사 3루 0:4,이닝종료 0:4,0.54,0.387,-0.387,86.30%,-0.015
07월 25일, NC,5회초,신민혁,3 나성범,3 (0-2),헛스윙 삼진,1사 1루 3:0,2사 1루 3:0,0.63,0.53,-0.315,17.40%,-0.015
07월 27일, NC,6회초,페디,3 나성범,1 (0-0),유격수 땅볼 아웃,1사 0:3,2사 0:3,0.61,0.266,-0.167,90.50%,-0.015
09월 17일, 두산,8회말,김강률,3 나성범,3 (2-0),중견수 플라이 아웃,무사 7:3,1사 7:3,0.6,0.523,-0.257,2.70%,-0.015
06월 24일, KT,5회말,엄상백,3 나성범,3 (0-2),중견수 플라이 아웃,2사 1루 1:3,이닝종료 1:3,0.55,0.215,-0.215,78.30%,-0.015
09월 09일, LG,5회말,임찬규,3 나성범,1 (0-0),2루수 땅볼 아웃,1사 2:3,2사 2:3,0.63,0.266,-0.167,67.30%,-0.016
07월 07일, KT,3회초,엄상백,3 나성범,2 (1-0),1루수 직선타 아웃,1사 2:1,2사 2:1,0.62,0.266,-0.167,42.30%,-0.016
09월 17일, 두산,9회말,정철원,3 나성범,9 (3-2),헛스윙 삼진,2사 만루 8:3,이닝종료 8:3,0.55,0.944,-0.944,0.00%,-0.016
07월 13일, 삼성,4회말,뷰캐넌,3 나성범,4 (1-2),루킹 삼진,1사 3:0,2사 3:0,0.65,0.266,-0.167,17.00%,-0.016
06월 23일, KT,4회말,쿠에바스,5 나성범,1 (0-0),우익수 플라이 아웃,1사 4:1,2사 4:1,0.65,0.266,-0.167,17.00%,-0.016
07월 09일, KT,3회초,배제성,3 나성범,6 (3-2),2루수 땅볼 아웃,무사 2:0,1사 2:0,0.69,0.523,-0.257,30.20%,-0.018
09월 03일, SSG,3회초,오원석,3 나성범,6 (0-2),투수 파울플라이 아웃,1사 4:4,2사 4:4,0.72,0.266,-0.167,54.30%,-0.018
08월 13일, 롯데,6회초,반즈,3 나성범,1 (0-0),유격수 땅볼 아웃,2사 2루 1:5,이닝종료 1:5,0.61,0.373,-0.373,95.30%,-0.018
08월 04일, 한화,4회말,이충호,3 나성범,,1루주자 나성범 : 폭투사이 진루실패 2루 아웃,1사 1루 1:4,2사 1:4,0.54,0.53,-0.431,84.60%,-0.019
09월 19일, LG,6회말,김진성,3 나성범,3 (1-1),1루수 땅볼 아웃,무사 4:0,1사 4:0,0.74,0.523,-0.257,7.50%,-0.019
08월 20일, 삼성,4회초,김대우,3 나성범,3 (0-2),헛스윙 삼진,1사 0:0,2사 0:0,0.78,0.266,-0.167,54.70%,-0.019
06월 30일, LG,7회초,김진성,3 나성범,3 (2-0),포수 파울플라이 아웃,2사 4:4,이닝종료 4:4,0.78,0.099,-0.099,58.80%,-0.02
09월 18일, 두산,7회말,박신지,3 나성범,6 (3-2),헛스윙 삼진,"무사 1,2루 8:2","1사 1,2루 8:2",0.86,1.623,-0.647,3.10%,-0.021
06월 24일, KT,4회말,엄상백,3 나성범,3 (1-1),우익수 플라이 아웃,무사 0:1,1사 0:1,0.83,0.523,-0.257,66.60%,-0.021
08월 06일, 한화,4회말,문동주,4 나성범,4 (1-2),낫아웃 삼진,1사 2:1,2사 2:1,0.85,0.266,-0.167,37.30%,-0.021
07월 28일, 롯데,5회말,박세웅,3 나성범,2 (1-0),유격수 땅볼 아웃,무사 3:4,1사 3:4,0.84,0.523,-0.257,68.90%,-0.021
08월 15일, 키움,9회말,임창민,4 나성범,2 (1-0),3루수 땅볼 아웃,무사 9:6,1사 9:6,0.91,0.523,-0.257,1.80%,-0.023
08월 15일, 키움,2회말,후라도,4 나성범,10 (3-2),헛스윙 삼진,무사 0:0,1사 0:0,0.92,0.523,-0.257,52.80%,-0.023
08월 06일, 한화,2회말,문동주,4 나성범,1 (0-0),2루수 땅볼 아웃,무사 0:0,1사 0:0,0.92,0.523,-0.257,52.80%,-0.023
09월 18일, 두산,8회말,이영하,3 나성범,4 (1-2),헛스윙 삼진,"2사 1,2루 8:4",이닝종료 8:4,0.94,0.484,-0.484,1.40%,-0.025
08월 09일, LG,2회말,이정용,4 나성범,4 (0-2),루킹 삼진,무사 2:0,1사 2:0,0.97,0.523,-0.257,31.20%,-0.025
07월 09일, KT,6회초,배제성,3 나성범,4 (2-1),유격수 땅볼 아웃,무사 2:1,1사 2:1,0.97,0.523,-0.257,36.20%,-0.025
08월 20일, 삼성,6회초,홍정우,3 나성범,8 (3-2),1루수 땅볼 아웃,무사 2루 0:3,1사 3루 0:3,1.46,1.249,-0.27,83.40%,-0.027
08월 11일, 롯데,4회초,윌커슨,3 나성범,1 (0-0),1루수 땅볼 아웃,무사 0:2,1사 0:2,1.04,0.523,-0.257,76.00%,-0.027
07월 01일, LG,4회초,플럿코,3 나성범,2 (1-0),우익수 플라이 아웃,무사 0:2,1사 0:2,1.04,0.523,-0.257,76.00%,-0.027
08월 24일, KT,4회초,고영표,3 나성범,4 (1-2),2루수 땅볼 아웃,무사 0:0,1사 0:0,1.08,0.523,-0.257,52.70%,-0.027
08월 31일, NC,1회말,페디,3 나성범,5 (2-2),헛스윙 삼진,1사 1루 0:0,2사 2루 0:0,1.16,0.53,-0.315,52.20%,-0.028
09월 01일, SSG,1회초,엘리아스,3 나성범,5 (2-2),유격수 플라이 아웃,1사 1루 0:0,2사 1루 0:0,1.15,0.53,-0.315,52.60%,-0.028
07월 09일, KT,1회초,배제성,3 나성범,3 (0-2),3루수 플라이 아웃,1사 1루 0:0,2사 1루 0:0,1.15,0.53,-0.315,52.60%,-0.028
06월 27일, 키움,4회말,정찬헌,4 나성범,3 (1-1),우익수 플라이 아웃,무사 3:1,1사 3:1,1.13,0.523,-0.257,27.70%,-0.029
08월 09일, LG,7회말,김진성,4 나성범,1 (0-0),중견수 플라이 아웃,무사 1루 4:0,1사 1루 4:0,1.29,0.94,-0.41,7.10%,-0.03
07월 12일, 삼성,1회말,원태인,3 나성범,2 (0-1),1루수 땅볼 아웃,1사 2루 0:0,2사 3루 0:0,1.21,0.75,-0.363,53.60%,-0.03
